"","iteration","result"
"1",1,38.5639175113627
"2",2,0.899703453305847
"3",3,84.6201130750096
"4",4,21.9749201661332
"5",5,98.2847429611024
"6",6,44.8637922050866
"7",7,93.0866662529168
"8",8,38.0507426492079
"9",9,29.1197221297409
"10",10,90.1314457275753
"11",11,107.94150149937
"12",12,91.3137281337945
"13",13,87.0294532377463
"14",14,53.7495728532622
"15",15,62.1743659717013
"16",16,62.8248844162697
"17",17,10.9349076751946
"18",18,30.5516330020457
"19",19,47.9717681865868
"20",20,63.4273423097379
"21",21,84.9652445212225
"22",22,100.95737167393
"23",23,32.2686390690919
"24",24,93.7392063391785
"25",25,79.6713747182146
"26",26,62.6624096388689
"27",27,15.4998543882552
"28",28,69.8903535143793
"29",29,159.741590626797
"30",30,70.2828556260283
"31",31,-16.2937604293509
"32",32,106.087132581925
"33",33,86.4911172963707
"34",34,10.806841275112
"35",35,-18.4577985380947
"36",36,48.7868486352356
"37",37,95.9362728049562
"38",38,44.5818561001042
"39",39,91.0042334704526
"40",40,1.27951161893702
"41",41,49.4810994312702
"42",42,26.9254054784253
"43",43,110.22901352889
"44",44,103.830880825708
"45",45,4.63099528203588
"46",46,44.0520066537713
"47",47,25.5695064719005
"48",48,79.8832069491939
"49",49,71.6955075016231
"50",50,55.0481769079033
"51",51,57.9777134223118
"52",52,74.7059284671238
"53",53,16.2385764874123
"54",54,90.7493751639545
"55",55,71.5291230692576
"56",56,32.52385351624
"57",57,64.1038342134423
"58",58,71.0043099197192
"59",59,51.7470168380769
"60",60,33.6446651966571
"61",61,71.4273856318982
"62",62,13.3040942190039
"63",63,72.8974803511448
"64",64,48.153308350016
"65",65,100.833205936933
"66",66,88.0540122058069
"67",67,52.9880174478087
"68",68,27.8164848565946
"69",69,65.6457020234068
"70",70,1.82801024684477
"71",71,26.2476427892111
"72",72,88.4505392440979
"73",73,79.1076038360761
"74",74,83.7924349483483
"75",75,85.1766208895394
"76",76,91.6828503107574
"77",77,108.787137018193
"78",78,-0.160011787688063
"79",79,92.4753371599832
"80",80,67.5987623030455
"81",81,73.5229439666939
"82",82,61.5607907675396
"83",83,74.8472044841776
"84",84,66.6730072124558
"85",85,115.812062614198
"86",86,105.110565481182
"87",87,60.0438270390127
"88",88,58.2584804381208
"89",89,99.8285933817194
"90",90,47.7432489990629
"91",91,121.594490774872
"92",92,69.5732738075151
"93",93,58.7483890564667
"94",94,91.1577259248688
"95",95,52.0775815024358
"96",96,78.8880350310531
"97",97,37.101275527373
"98",98,123.840574547441
"99",99,64.3706143611557
"100",100,-49.6643049959685
