"","iteration","result"
"1",1,-5.98941607792761
"2",2,11.183604505632
"3",3,-5.02789582652281
"4",4,-5.3463983293189
"5",5,7.94111004497358
"6",6,-6.70234604105576
"7",7,18.0342889108983
"8",8,9.3757140651536
"9",9,18.9958823454769
"10",10,10.9452173259137
"11",11,6.84914043853831
"12",12,35.8801288936627
"13",13,-11.4724108658743
"14",14,26.2219464720195
"15",15,38.2250201468153
"16",16,13.7650381864468
"17",17,39.0777841230017
"18",18,5.19999999999999
"19",19,4.96951646584262
"20",20,1.82574777803552
"21",21,28.6432973805855
"22",22,-7.52161622933545
"23",23,9.00873138161273
"24",24,0.816187533915468
"25",25,10.7431261005012
"26",26,2.84754056795128
"27",27,8.81670882873766
"28",28,-4.45461284822386
"29",29,-3.62640380840014
"30",30,16.3930101115166
"31",31,24.5431115246813
"32",32,-25.6323099551882
"33",33,28.1593363214996
"34",34,23.3864403711246
"35",35,17.0243823594146
"36",36,5.26215126897165
"37",37,-5.66260981912149
"38",38,21.5094244466309
"39",39,16.3345011783189
"40",40,12.0375360593076
"41",41,18.2242251943744
"42",42,29.7212359640631
"43",43,-2.13586162015338
"44",44,39.0257162454153
"45",45,9.44362749742601
"46",46,-1.17379802800747
"47",47,6.57622377622374
"48",48,21.9178238934832
"49",49,3.1761136626713
"50",50,36.0940915777517
"51",51,1.7162411144447
"52",52,-10.9759427808576
"53",53,15.442445133556
"54",54,65.9578049027057
"55",55,22.9061221252974
"56",56,7.8222427548464
"57",57,34.9216058163427
"58",58,8.73230455898477
"59",59,44.1328121843817
"60",60,14.2293196186397
"61",61,0.800291545189509
"62",62,2.27615427282922
"63",63,0.633040926445972
"64",64,34.4649501001689
"65",65,11.0682332176713
"66",66,-22.1606627212168
"67",67,13.921620383999
"68",68,16.329640312993
"69",69,23.4346402691511
"70",70,22.0640834575261
"71",71,3.43812527321552
"72",72,-0.162879072147348
"73",73,10.0757575757576
"74",74,-19.6168710725036
"75",75,25.6669591669591
"76",76,59.3162515236958
"77",77,-0.884920634920604
"78",78,-1.24109257542989
"79",79,13.9566669717214
"80",80,21.9005356844773
"81",81,12.3285223367698
"82",82,-22.0612571190705
"83",83,42.5369816574475
"84",84,24.1024476266675
"85",85,45.1562709466001
"86",86,6.66648572160489
"87",87,-12.5297094330417
"88",88,-7.09738372093022
"89",89,26.5416327952619
"90",90,1.413779156403
"91",91,-0.359253288704565
"92",92,1.97888768697078
"93",93,5.16373372310233
"94",94,30.3178294573644
"95",95,7.90078840268592
"96",96,31.7158095834438
"97",97,19.4678475139308
"98",98,14.966189948512
"99",99,13.9750859693471
"100",100,16.027096489718
