"","iteration","result"
"1",1,25.9255979297438
"2",2,31.772417444883
"3",3,0.369309262166382
"4",4,30.9903002699055
"5",5,31.3877318766359
"6",6,11.5352386604881
"7",7,59.7972592977793
"8",8,30.1889732302425
"9",9,25.1535156158478
"10",10,57.6628800595211
"11",11,27.3237271167048
"12",12,31.8278354420106
"13",13,9.02918360992055
"14",14,49.7837516631392
"15",15,28.8375599259098
"16",16,42.9179205877913
"17",17,-8.97199197860959
"18",18,36.0444275112642
"19",19,69.8945190415557
"20",20,29.2710293036039
"21",21,37.5882505175983
"22",22,28.9009323140033
"23",23,36.14606604407
"24",24,38.6642414751733
"25",25,46.3258425936113
"26",26,61.3350852709511
"27",27,31.4135194053478
"28",28,28.8455181818182
"29",29,16.4824100480525
"30",30,19.6817893637652
"31",31,25.2926471753427
"32",32,14.6087493910251
"33",33,31.5258367962007
"34",34,29.0815693701723
"35",35,40.7451872640706
"36",36,43.9862690778946
"37",37,56.7765689453599
"38",38,38.215089541741
"39",39,34.6640876634716
"40",40,7.14353916791606
"41",41,16.4340265782261
"42",42,17.9387214490914
"43",43,22.7527396203118
"44",44,17.5978659597826
"45",45,51.2097988874626
"46",46,47.4207095019842
"47",47,34.3149366808605
"48",48,32.4139303482587
"49",49,54.4656334964655
"50",50,25.3592035540331
"51",51,17.3887311990193
"52",52,50.2910935842443
"53",53,32.2101126995626
"54",54,44.6720651465798
"55",55,27.2917655916677
"56",56,5.24370883374098
"57",57,39.9373093631574
"58",58,50.7389361916173
"59",59,-9.65855913978498
"60",60,16.6483988685193
"61",61,29.8358939589124
"62",62,38.8056608688102
"63",63,18.0473422884249
"64",64,43.7274773238764
"65",65,35.6596031539406
"66",66,8.42833063957517
"67",67,13.0722183844011
"68",68,31.3746531897204
"69",69,12.1210671768708
"70",70,27.0313431228234
"71",71,24.8064339771828
"72",72,-4.07680071156113
"73",73,47.5913040012753
"74",74,48.6504251269846
"75",75,58.4347366748006
"76",76,54.8258995906055
"77",77,28.0739635859733
"78",78,33.5664313946922
"79",79,22.4605127484064
"80",80,-3.89243763163034
"81",81,41.5976388711591
"82",82,44.4493795682475
"83",83,8.63669727116951
"84",84,43.245984950584
"85",85,12.4578502415459
"86",86,29.8487044979265
"87",87,54.3036395336167
"88",88,9.1984489210646
"89",89,19.3767637767638
"90",90,51.8498425473937
"91",91,1.73734742862979
"92",92,12.7969832577676
"93",93,29.1322734688329
"94",94,26.9823341477166
"95",95,-13.4600675650453
"96",96,32.3275375028848
"97",97,14.6187129667907
"98",98,60.926096845581
"99",99,39.7899455040872
"100",100,16.7240926065645
