"","growth....summary.which.summary.Var1.....Mean.....summary.Var2....","ratio....summary.which.summary.Var1.....Mean.....summary.Var2....","mu....summary.which.summary.Var1.....Mean.....summary.Var2...."
"1",1.72951485148515,0.51970297029703,282621.524752475
