"","growth....summary.which.summary.Var1.....Mean.....summary.Var2....","ratio....summary.which.summary.Var1.....Mean.....summary.Var2....","pur....summary.which.summary.Var1.....Mean.....summary.Var2...."
"1",1.74494623655914,0.184193548387097,0.508602150537634
