"","growth....summary.which.summary.Var1.....Mean.....summary.Var2....","ratio....summary.which.summary.Var1.....Mean.....summary.Var2....","pur....summary.which.summary.Var1.....Mean.....summary.Var2...."
"1",1.05698924731183,0.146559139784946,0.627204301075269
