"","iteration","result"
"1","1","132.699341447012"
"1","2","55.0686522095359"
"1","3","92.746743164093"
"1","4","61.4141018737141"
"1","5","47.8168751211945"
"1","6","138.337501751436"
"1","7","141.040786962267"
"1","8","130.242099318865"
"1","9","126.362535976107"
"1","10","159.865654904323"
"1","11","143.978594015124"
"1","12","126.154766716078"
"1","13","77.1030651412614"
"1","14","163.786534244316"
"1","15","109.555229179577"
"1","16","112.913790293393"
"1","17","178.64263419147"
"1","18","144.385822336659"
"1","19","92.5946851299882"
"1","20","79.5852273226792"
"1","21","100.310619831327"
"1","22","110.626879309424"
"1","23","107.65368295941"
"1","24","90.7442591093115"
"1","25","93.6138187382371"
"1","26","104.84579460258"
"1","27","121.372144777337"
"1","28","66.8861025546073"
"1","29","129.810813385519"
"1","30","72.2672225946394"
"1","31","171.293118840375"
"1","32","56.3539351506531"
"1","33","89.9487027648315"
"1","34","108.793501273515"
"1","35","97.2110863281071"
"1","36","54.2958103610674"
"1","37","72.5055768548891"
"1","38","166.341502763097"
"1","39","122.445008641513"
"1","40","78.9817818748331"
"1","41","94.0633938070073"
"1","42","149.220700903906"
"1","43","180.719885433715"
"1","44","118.386783228107"
"1","45","121.07632593484"
"1","46","97.4382595194397"
"1","47","44.7019988913546"
"1","48","163.999658439912"
"1","49","140.017407562619"
"1","50","140.658173245122"
"1","51","117.573186968043"
"1","52","112.110252994815"
"1","53","159.563983960255"
"1","54","20.8328485036407"
"1","55","120.817412409428"
"1","56","135.240370376617"
"1","57","120.334090881289"
"1","58","67.7945798159019"
"1","59","120.569280693946"
"1","60","131.332594850913"
"1","61","97.8334912050532"
"1","62","106.613072037447"
"1","63","127.539278564684"
"1","64","54.5209623815822"
"1","65","96.6623140511372"
"1","66","109.412613298892"
"1","67","157.416290664319"
"1","68","91.8739739155799"
"1","69","49.3299289862578"
"1","70","152.22582190321"
"1","71","-2.90099492122408"
"1","72","76.4559426620051"
"1","73","41.7641871337262"
"1","74","135.779102167183"
"1","75","57.8959709645194"
"1","76","100.495252953737"
"1","77","81.6394318719747"
"1","78","106.917819025512"
"1","79","126.919699973422"
"1","80","51.1722463730373"
"1","81","106.683473062592"
"1","82","107.720763942939"
"1","83","138.368284306705"
"1","84","95.2871260232146"
"1","85","119.29190800224"
"1","86","99.7807650335685"
"1","87","107.959575051764"
"1","88","80.7964514431283"
"1","89","110.014501993769"
"1","90","109.339567492268"
"1","91","114.059464492381"
"1","92","85.3742150782541"
"1","93","89.0174847189685"
"1","94","138.01049846313"
"1","95","107.313972206488"
"1","96","82.9129730930069"
"1","97","136.718683981594"
"1","98","104.158296625514"
"1","99","74.3381931200113"
"1","100","6.47513822903898"
