"","iteration","result"
"1",1,2.79822896900691
"2",2,35.816579531052
"3",3,-8.7682019464267
"4",4,2.08177110339966
"5",5,-40.5989006601363
"6",6,48.1960612380321
"7",7,13.6951963241437
"8",8,3.43401628137588
"9",9,-0.597169700852021
"10",10,21.5587695180785
"11",11,28.4141414141414
"12",12,10.9665605788313
"13",13,19.4533845042924
"14",14,8.14791119035601
"15",15,-7.41332638517224
"16",16,36.7014739229025
"17",17,-14.9877289772145
"18",18,25.325857574955
"19",19,6.29115943245739
"20",20,5.61372060581908
"21",21,10.5143441451626
"22",22,-1.17549699519969
"23",23,26.8920229222331
"24",24,31.5574689339438
"25",25,-17.0738005997001
"26",26,-15.8944789900132
"27",27,42.516006878153
"28",28,-5.48941798941797
"29",29,7.51548602340802
"30",30,-5.09135481736962
"31",31,3.62534723914422
"32",32,-5.82092714972316
"33",33,14.383589706728
"34",34,1.3140100795494
"35",35,-8.09662745993677
"36",36,13.3732996632997
"37",37,-6.71733433522758
"38",38,0.0860371028222175
"39",39,-3.3570859792697
"40",40,17.1242177887732
"41",41,-7.09485802330511
"42",42,1.39822318247042
"43",43,27.2082255083179
"44",44,14.5732954774274
"45",45,18.6124609835269
"46",46,3.76327353031257
"47",47,-25.7717758591502
"48",48,11.215232291014
"49",49,48.6579879588887
"50",50,30.7298695308381
"51",51,-3.34544264935323
"52",52,6.79491300576558
"53",53,-7.63884375438806
"54",54,-18.9381931927636
"55",55,44.2724911617487
"56",56,3.99638285660893
"57",57,14.0500574635155
"58",58,9.71067885863579
"59",59,2.98478859222166
"60",60,1.83147833420657
"61",61,38.3668649176303
"62",62,-16.4957871605713
"63",63,9.13633427934445
"64",64,-11.2722600664226
"65",65,-13.6406084318752
"66",66,24.8047119543909
"67",67,-4.56570626119805
"68",68,3.70801807213519
"69",69,-5.98923694012035
"70",70,22.4540947907209
"71",71,6.98340830694127
"72",72,-17.0283751064665
"73",73,-17.2209941550583
"74",74,-3.67279645294172
"75",75,28.1798028916164
"76",76,27.286550030927
"77",77,12.3288738144589
"78",78,16.6522655391684
"79",79,-1.86835183102721
"80",80,2.5045469876207
"81",81,-27.1337691482096
"82",82,0.739132602193422
"83",83,0.188658271318559
"84",84,32.3289641615202
"85",85,-4.78250650315863
"86",86,-2.86350501444844
"87",87,-10.9628381801601
"88",88,11.5940440959104
"89",89,5.8501331522105
"90",90,25.526419336706
"91",91,15.5165269718461
"92",92,-17.0443950639137
"93",93,35.2688452617627
"94",94,8.11728678661433
"95",95,-0.139203527628524
"96",96,-4.9499893820344
"97",97,38.7402316602316
"98",98,35.2986292762989
"99",99,3.07483395390966
"100",100,-12.2488460844228
