"","count","binding_clonal"
"1",324,224
"2",338,225
"3",310,217
"4",307,210
"5",307,206
"6",339,232
"7",311,200
"8",344,213
"9",340,220
"10",313,199
"11",319,200
"12",363,250
"13",308,191
"14",314,223
"15",322,218
"16",301,215
"17",322,213
"18",333,222
"19",315,209
"20",332,229
"21",341,230
"22",310,211
"23",304,193
"24",315,198
"25",328,213
"26",347,226
"27",296,208
"28",297,192
"29",317,209
"30",308,204
"31",354,222
"32",322,220
"33",315,211
"34",325,227
"35",319,213
"36",302,199
"37",318,209
"38",329,222
"39",323,217
"40",314,200
"41",338,227
"42",330,212
"43",320,211
"44",322,225
"45",327,197
"46",316,205
"47",307,194
"48",314,213
"49",296,190
"50",312,220
"51",333,221
"52",330,231
"53",308,198
"54",310,222
"55",304,214
"56",324,225
"57",325,212
"58",314,208
"59",312,210
"60",316,205
"61",321,223
"62",331,236
"63",322,228
"64",333,218
"65",320,228
"66",337,222
"67",327,220
"68",312,200
"69",337,218
"70",313,220
"71",308,194
"72",293,205
"73",317,201
"74",328,214
"75",334,234
"76",308,200
"77",294,192
"78",319,217
"79",341,247
"80",300,192
"81",313,210
"82",301,182
"83",323,220
"84",339,248
"85",317,196
"86",305,211
"87",316,222
"88",343,238
"89",318,206
"90",317,219
"91",339,232
"92",314,196
"93",320,226
"94",319,191
"95",313,208
"96",308,196
"97",334,217
"98",332,217
"99",342,224
"100",310,215
