"","count","binding_clonal"
"1",635,393
"2",642,418
"3",656,432
"4",670,437
"5",657,414
"6",651,432
"7",675,453
"8",658,408
"9",668,429
"10",688,448
"11",670,432
"12",681,443
"13",664,432
"14",631,419
"15",691,469
"16",640,411
"17",663,440
"18",656,418
"19",656,438
"20",657,431
"21",642,415
"22",637,400
"23",632,400
"24",667,433
"25",640,413
"26",678,446
"27",619,409
"28",679,462
"29",644,420
"30",666,441
"31",715,480
"32",660,413
"33",695,453
"34",660,410
"35",661,429
"36",633,416
"37",688,446
"38",660,436
"39",633,391
"40",679,468
"41",674,427
"42",662,460
"43",645,428
"44",664,448
"45",655,441
"46",640,420
"47",654,403
"48",665,412
"49",691,444
"50",651,434
"51",679,440
"52",652,426
"53",664,432
"54",701,457
"55",690,443
"56",653,438
"57",666,434
"58",678,439
"59",640,446
"60",673,440
"61",660,418
"62",668,446
"63",639,409
"64",671,442
"65",672,421
"66",696,462
"67",664,426
"68",687,443
"69",662,438
"70",672,442
"71",684,439
"72",667,424
"73",685,450
"74",646,409
"75",655,438
"76",643,402
"77",656,427
"78",650,418
"79",669,457
"80",672,464
"81",652,408
"82",656,445
"83",684,460
"84",671,443
"85",655,396
"86",674,433
"87",668,429
"88",687,462
"89",679,474
"90",654,432
"91",627,403
"92",655,420
"93",659,430
"94",708,486
"95",655,421
"96",687,447
"97",674,420
"98",673,452
"99",644,436
"100",681,436
