"","count","binding_clonal"
"1",4520,2117
"2",4559,2104
"3",4503,2096
"4",4556,2143
"5",4471,2060
"6",4580,2106
"7",4520,2072
"8",4439,2065
"9",4590,2104
"10",4586,2153
"11",4523,2111
"12",4479,2137
"13",4482,2038
"14",4535,2202
"15",4491,2081
"16",4557,2175
"17",4515,2104
"18",4514,2130
"19",4468,2031
"20",4518,2127
"21",4469,2039
"22",4608,2139
"23",4536,2065
"24",4483,2069
"25",4603,2112
"26",4580,2166
"27",4554,2151
"28",4540,2123
"29",4498,2116
"30",4497,2070
"31",4561,2175
"32",4500,2104
"33",4517,2091
"34",4469,1993
"35",4532,2059
"36",4599,2157
"37",4535,2159
"38",4514,2090
"39",4582,2149
"40",4507,2159
"41",4597,2126
"42",4501,2037
"43",4538,2055
"44",4551,2084
"45",4532,2108
"46",4545,2149
"47",4594,2094
"48",4552,2095
"49",4491,2130
"50",4585,2194
"51",4522,2089
"52",4524,2129
"53",4548,2112
"54",4506,2094
"55",4525,2098
"56",4532,2117
"57",4550,2125
"58",4544,2068
"59",4475,1987
"60",4505,2106
"61",4528,2087
"62",4514,2134
"63",4527,2066
"64",4552,2141
"65",4530,2182
"66",4602,2099
"67",4455,2097
"68",4561,2158
"69",4438,2063
"70",4517,2079
"71",4631,2102
"72",4387,2045
"73",4519,2114
"74",4461,2028
"75",4581,2093
"76",4484,2162
"77",4464,2119
"78",4553,2101
"79",4502,2134
"80",4447,2056
"81",4561,2115
"82",4558,2131
"83",4506,2084
"84",4446,2093
"85",4488,2033
"86",4491,2127
"87",4575,2233
"88",4617,2099
"89",4541,2109
"90",4567,2158
"91",4490,2086
"92",4511,2074
"93",4487,2073
"94",4486,2155
"95",4535,2086
"96",4496,2062
"97",4569,2124
"98",4531,2107
"99",4362,2008
"100",4531,2082
