"","count","binding_clonal"
"1",859,483
"2",816,443
"3",800,406
"4",784,441
"5",809,421
"6",834,454
"7",860,449
"8",811,414
"9",820,418
"10",837,444
"11",812,412
"12",819,432
"13",817,426
"14",819,447
"15",797,457
"16",847,453
"17",819,455
"18",847,466
"19",815,423
"20",809,450
"21",822,458
"22",805,431
"23",839,460
"24",840,466
"25",841,409
"26",831,441
"27",852,477
"28",847,466
"29",784,434
"30",802,429
"31",830,444
"32",838,470
"33",819,457
"34",843,450
"35",825,466
"36",786,444
"37",814,445
"38",832,461
"39",831,439
"40",827,453
"41",808,443
"42",794,403
"43",799,415
"44",827,456
"45",831,436
"46",838,435
"47",800,420
"48",824,433
"49",834,456
"50",854,474
"51",814,433
"52",803,422
"53",834,447
"54",845,441
"55",814,435
"56",797,431
"57",800,421
"58",816,447
"59",810,447
"60",817,450
"61",810,421
"62",822,444
"63",864,464
"64",791,434
"65",827,430
"66",856,432
"67",825,455
"68",797,418
"69",795,410
"70",820,439
"71",820,446
"72",873,463
"73",845,467
"74",810,433
"75",826,455
"76",833,437
"77",831,437
"78",802,451
"79",853,472
"80",808,427
"81",812,445
"82",828,458
"83",803,428
"84",826,453
"85",819,461
"86",800,422
"87",820,440
"88",859,471
"89",796,421
"90",815,422
"91",830,436
"92",815,430
"93",830,435
"94",816,449
"95",810,447
"96",804,420
"97",831,446
"98",781,397
"99",869,466
"100",805,418
