"","count","binding_clonal"
"1",5085,2255
"2",5021,2247
"3",4989,2260
"4",4855,2111
"5",4951,2203
"6",4979,2256
"7",4999,2184
"8",5044,2231
"9",4976,2184
"10",4973,2258
"11",4982,2203
"12",4987,2127
"13",4949,2168
"14",4907,2169
"15",4966,2233
"16",4981,2216
"17",4935,2170
"18",4910,2199
"19",4971,2213
"20",4932,2190
"21",4957,2232
"22",4910,2218
"23",4866,2182
"24",4906,2112
"25",4959,2248
"26",4920,2114
"27",4965,2194
"28",4981,2267
"29",4916,2182
"30",4937,2186
"31",5068,2244
"32",4907,2191
"33",4876,2203
"34",4911,2226
"35",4960,2182
"36",5009,2249
"37",4865,2122
"38",5025,2173
"39",4970,2178
"40",5001,2235
"41",4934,2133
"42",4961,2140
"43",5023,2211
"44",4988,2147
"45",4886,2183
"46",4925,2260
"47",4899,2151
"48",4955,2174
"49",5108,2269
"50",4943,2204
"51",4901,2138
"52",4996,2283
"53",4949,2231
"54",5040,2232
"55",5027,2194
"56",4884,2178
"57",4937,2206
"58",4883,2155
"59",4938,2195
"60",4977,2242
"61",5006,2177
"62",4997,2211
"63",4979,2221
"64",5096,2233
"65",5010,2230
"66",4934,2217
"67",4899,2168
"68",4965,2216
"69",4922,2166
"70",4914,2153
"71",4934,2189
"72",4960,2217
"73",4917,2173
"74",4945,2247
"75",4994,2196
"76",4908,2144
"77",4996,2201
"78",4915,2103
"79",4838,2202
"80",4888,2162
"81",4977,2264
"82",4863,2167
"83",4865,2177
"84",4873,2179
"85",4937,2242
"86",4875,2147
"87",4876,2177
"88",4900,2229
"89",4912,2137
"90",4914,2208
"91",4968,2222
"92",4836,2115
"93",4944,2197
"94",4905,2152
"95",4944,2183
"96",4967,2157
"97",4880,2105
"98",4970,2260
"99",4939,2218
"100",5001,2191
