"","count","binding_clonal"
"1",1212,552
"2",1220,552
"3",1262,607
"4",1212,532
"5",1267,549
"6",1258,540
"7",1278,568
"8",1233,534
"9",1239,572
"10",1270,604
"11",1262,567
"12",1279,561
"13",1242,539
"14",1229,568
"15",1253,567
"16",1296,624
"17",1264,554
"18",1261,576
"19",1297,549
"20",1191,533
"21",1277,567
"22",1230,545
"23",1206,540
"24",1220,519
"25",1244,551
"26",1277,567
"27",1209,543
"28",1244,573
"29",1243,549
"30",1230,529
"31",1217,567
"32",1263,529
"33",1279,567
"34",1213,536
"35",1294,580
"36",1247,564
"37",1211,570
"38",1237,562
"39",1235,565
"40",1219,507
"41",1260,543
"42",1232,537
"43",1230,541
"44",1251,539
"45",1292,585
"46",1236,552
"47",1235,567
"48",1269,565
"49",1259,542
"50",1206,542
"51",1247,554
"52",1232,516
"53",1253,592
"54",1229,550
"55",1225,560
"56",1255,583
"57",1247,553
"58",1271,556
"59",1260,584
"60",1295,584
"61",1264,562
"62",1187,545
"63",1226,539
"64",1268,583
"65",1219,569
"66",1247,553
"67",1259,533
"68",1227,560
"69",1224,528
"70",1221,518
"71",1236,542
"72",1216,575
"73",1263,541
"74",1220,533
"75",1258,603
"76",1243,544
"77",1292,568
"78",1261,546
"79",1267,590
"80",1216,556
"81",1185,495
"82",1242,555
"83",1284,555
"84",1227,520
"85",1251,543
"86",1253,584
"87",1212,520
"88",1240,578
"89",1222,545
"90",1209,507
"91",1218,590
"92",1235,534
"93",1241,552
"94",1241,549
"95",1238,556
"96",1222,541
"97",1191,499
"98",1194,524
"99",1226,572
"100",1272,581
