"","count","binding_clonal"
"1",2021,1130
"2",2099,1135
"3",2003,1082
"4",2006,1117
"5",1986,1114
"6",1979,1115
"7",2044,1137
"8",2012,1133
"9",2027,1131
"10",1999,1098
"11",2079,1181
"12",2021,1138
"13",2024,1142
"14",1992,1058
"15",1991,1086
"16",2004,1086
"17",2000,1135
"18",2013,1109
"19",2041,1128
"20",1996,1062
"21",2032,1180
"22",2047,1137
"23",2055,1126
"24",1994,1084
"25",2011,1150
"26",2028,1132
"27",1983,1128
"28",2078,1176
"29",2015,1140
"30",2051,1136
"31",2065,1166
"32",1993,1087
"33",2036,1128
"34",2059,1140
"35",1992,1091
"36",2054,1135
"37",1988,1123
"38",2023,1125
"39",2012,1052
"40",2029,1138
"41",2015,1138
"42",2050,1104
"43",1998,1112
"44",1999,1126
"45",2018,1094
"46",2033,1130
"47",1944,1087
"48",2037,1107
"49",1992,1065
"50",2026,1192
"51",2048,1091
"52",2049,1131
"53",2019,1115
"54",2029,1127
"55",2066,1156
"56",2040,1125
"57",2039,1150
"58",2015,1102
"59",2043,1132
"60",2007,1135
"61",2047,1148
"62",1999,1145
"63",2041,1144
"64",2016,1091
"65",2026,1129
"66",1962,1042
"67",2016,1127
"68",2005,1090
"69",1994,1099
"70",2015,1136
"71",2076,1152
"72",2038,1160
"73",2038,1128
"74",2017,1100
"75",1999,1126
"76",1991,1109
"77",1974,1069
"78",1961,1054
"79",2050,1161
"80",2048,1154
"81",1993,1086
"82",2000,1121
"83",2050,1127
"84",1998,1084
"85",2016,1115
"86",1970,1094
"87",1980,1097
"88",2073,1132
"89",2039,1137
"90",2020,1122
"91",2094,1206
"92",1987,1112
"93",2038,1133
"94",2057,1123
"95",2094,1161
"96",1988,1121
"97",2028,1143
"98",2034,1130
"99",2024,1137
"100",2050,1093
