"","count","binding_clonal"
"1",1553,952
"2",1570,980
"3",1603,971
"4",1588,975
"5",1570,992
"6",1606,980
"7",1532,946
"8",1563,999
"9",1607,958
"10",1611,991
"11",1613,1050
"12",1627,1033
"13",1613,1028
"14",1604,974
"15",1533,969
"16",1534,967
"17",1589,1037
"18",1614,1028
"19",1568,998
"20",1542,953
"21",1606,1032
"22",1568,979
"23",1586,993
"24",1576,967
"25",1629,1050
"26",1600,1027
"27",1588,1015
"28",1622,1025
"29",1585,987
"30",1551,1002
"31",1567,995
"32",1618,1009
"33",1635,1029
"34",1617,1018
"35",1570,959
"36",1603,1052
"37",1593,1010
"38",1559,1002
"39",1630,1025
"40",1602,1004
"41",1633,1049
"42",1657,1043
"43",1610,1020
"44",1637,1025
"45",1588,999
"46",1579,1004
"47",1597,1036
"48",1556,969
"49",1579,1004
"50",1580,1009
"51",1560,942
"52",1541,956
"53",1562,990
"54",1606,991
"55",1553,988
"56",1585,974
"57",1579,981
"58",1613,1014
"59",1557,975
"60",1649,1015
"61",1602,1025
"62",1590,1019
"63",1573,990
"64",1583,1011
"65",1595,1009
"66",1635,1026
"67",1598,988
"68",1550,952
"69",1579,964
"70",1594,1001
"71",1591,993
"72",1550,926
"73",1569,979
"74",1616,1051
"75",1557,1008
"76",1637,1039
"77",1571,983
"78",1625,974
"79",1614,1025
"80",1580,999
"81",1593,992
"82",1607,985
"83",1580,979
"84",1533,976
"85",1605,993
"86",1594,1020
"87",1545,917
"88",1564,977
"89",1628,1041
"90",1568,975
"91",1586,967
"92",1568,1005
"93",1596,1016
"94",1602,997
"95",1603,985
"96",1562,968
"97",1632,985
"98",1589,1011
"99",1639,1060
"100",1536,951
