"","count","binding_clonal"
"1",1142,749
"2",1182,816
"3",1189,782
"4",1194,766
"5",1206,815
"6",1151,743
"7",1151,755
"8",1224,819
"9",1174,762
"10",1179,787
"11",1155,775
"12",1166,764
"13",1167,780
"14",1164,760
"15",1181,767
"16",1169,756
"17",1151,762
"18",1202,791
"19",1155,767
"20",1188,792
"21",1169,779
"22",1171,771
"23",1172,778
"24",1255,841
"25",1176,736
"26",1181,792
"27",1176,793
"28",1143,762
"29",1196,798
"30",1168,765
"31",1175,814
"32",1180,783
"33",1139,734
"34",1150,738
"35",1193,791
"36",1161,752
"37",1165,760
"38",1169,756
"39",1160,774
"40",1171,772
"41",1136,768
"42",1175,769
"43",1171,782
"44",1150,759
"45",1177,770
"46",1195,776
"47",1147,776
"48",1175,754
"49",1175,777
"50",1161,772
"51",1180,754
"52",1175,796
"53",1171,811
"54",1208,794
"55",1131,772
"56",1189,800
"57",1171,758
"58",1134,748
"59",1130,761
"60",1151,777
"61",1156,766
"62",1182,764
"63",1157,778
"64",1186,779
"65",1205,793
"66",1196,778
"67",1192,821
"68",1159,765
"69",1153,750
"70",1212,798
"71",1213,809
"72",1110,727
"73",1172,763
"74",1181,774
"75",1166,711
"76",1174,762
"77",1188,770
"78",1228,788
"79",1193,800
"80",1145,752
"81",1144,738
"82",1204,815
"83",1182,798
"84",1172,756
"85",1190,792
"86",1181,771
"87",1153,773
"88",1171,777
"89",1196,823
"90",1153,779
"91",1159,795
"92",1196,817
"93",1175,778
"94",1209,787
"95",1159,763
"96",1192,773
"97",1188,798
"98",1173,776
"99",1195,783
"100",1165,771
