"","count","binding_clonal"
"1",594,369
"2",547,346
"3",540,338
"4",566,336
"5",558,340
"6",577,364
"7",573,327
"8",597,372
"9",555,345
"10",607,365
"11",547,348
"12",541,301
"13",602,359
"14",556,358
"15",579,357
"16",540,347
"17",570,337
"18",590,377
"19",550,324
"20",563,356
"21",549,338
"22",551,343
"23",549,330
"24",578,356
"25",552,335
"26",582,365
"27",589,356
"28",572,359
"29",577,355
"30",528,323
"31",558,357
"32",517,325
"33",561,347
"34",578,365
"35",576,358
"36",582,332
"37",565,334
"38",555,333
"39",558,360
"40",567,337
"41",545,351
"42",551,342
"43",527,327
"44",572,338
"45",576,316
"46",578,338
"47",572,338
"48",537,306
"49",566,353
"50",540,328
"51",564,351
"52",567,348
"53",581,354
"54",545,340
"55",560,358
"56",554,366
"57",575,352
"58",564,346
"59",567,337
"60",581,349
"61",557,330
"62",552,338
"63",592,387
"64",561,347
"65",554,345
"66",583,377
"67",573,348
"68",554,342
"69",566,334
"70",568,328
"71",559,324
"72",557,345
"73",542,305
"74",568,350
"75",542,351
"76",577,351
"77",558,364
"78",585,349
"79",562,340
"80",571,357
"81",568,357
"82",577,357
"83",565,346
"84",579,354
"85",581,332
"86",588,358
"87",565,348
"88",578,362
"89",553,328
"90",579,363
"91",557,354
"92",577,345
"93",561,364
"94",554,364
"95",556,346
"96",575,351
"97",565,325
"98",587,364
"99",578,363
"100",561,331
