"","count","binding_clonal"
"1",1082,599
"2",1079,613
"3",1059,582
"4",1029,570
"5",1042,609
"6",1081,628
"7",1073,605
"8",1039,581
"9",1066,632
"10",1077,629
"11",1056,592
"12",1068,640
"13",1035,578
"14",1057,608
"15",1042,588
"16",1048,593
"17",1078,637
"18",1027,568
"19",1081,611
"20",1072,601
"21",1025,541
"22",1077,613
"23",1113,620
"24",1076,609
"25",1065,596
"26",1066,610
"27",1067,617
"28",1073,590
"29",1089,599
"30",1072,593
"31",1101,618
"32",1051,609
"33",1056,627
"34",1034,596
"35",1059,597
"36",1083,627
"37",1071,615
"38",1059,585
"39",1042,601
"40",1048,581
"41",1086,621
"42",1058,607
"43",1084,616
"44",1074,608
"45",1071,608
"46",1080,629
"47",1052,611
"48",1060,605
"49",1139,680
"50",1049,586
"51",1057,580
"52",1042,580
"53",1091,644
"54",1090,613
"55",1047,608
"56",1041,602
"57",1067,581
"58",1089,638
"59",1074,585
"60",1063,615
"61",1066,609
"62",1067,624
"63",1071,612
"64",1037,608
"65",1123,633
"66",1076,616
"67",1090,617
"68",1019,587
"69",1103,646
"70",1056,589
"71",1074,603
"72",1069,601
"73",1031,597
"74",1066,571
"75",1111,615
"76",1087,620
"77",1061,614
"78",1067,611
"79",1066,622
"80",1044,607
"81",1062,619
"82",1060,636
"83",1083,620
"84",1037,569
"85",1055,597
"86",1045,588
"87",1067,605
"88",1055,607
"89",1046,626
"90",1080,601
"91",1096,640
"92",1049,619
"93",1117,622
"94",1059,587
"95",1107,621
"96",1055,624
"97",1058,628
"98",1066,595
"99",1076,621
"100",1068,593
