"","count","binding_clonal"
"1",1260,908
"2",1202,855
"3",1312,939
"4",1294,981
"5",1211,870
"6",1265,944
"7",1223,878
"8",1224,874
"9",1252,908
"10",1255,958
"11",1231,875
"12",1229,861
"13",1258,887
"14",1234,870
"15",1302,966
"16",1213,868
"17",1244,904
"18",1242,901
"19",1262,907
"20",1256,896
"21",1226,896
"22",1272,922
"23",1239,884
"24",1267,918
"25",1244,910
"26",1235,896
"27",1196,885
"28",1227,872
"29",1234,887
"30",1278,898
"31",1232,897
"32",1279,890
"33",1266,916
"34",1252,896
"35",1245,903
"36",1228,896
"37",1261,937
"38",1215,882
"39",1252,913
"40",1237,922
"41",1200,875
"42",1291,934
"43",1255,914
"44",1240,912
"45",1283,928
"46",1253,928
"47",1240,892
"48",1230,895
"49",1277,909
"50",1307,986
"51",1272,904
"52",1238,923
"53",1229,887
"54",1287,926
"55",1322,964
"56",1236,894
"57",1280,908
"58",1243,876
"59",1241,867
"60",1269,895
"61",1212,874
"62",1258,913
"63",1280,917
"64",1218,851
"65",1213,917
"66",1285,931
"67",1292,913
"68",1223,894
"69",1314,959
"70",1237,869
"71",1275,930
"72",1272,922
"73",1242,900
"74",1268,930
"75",1299,927
"76",1222,854
"77",1226,901
"78",1251,909
"79",1228,891
"80",1275,943
"81",1250,888
"82",1220,885
"83",1251,892
"84",1252,904
"85",1268,888
"86",1223,868
"87",1320,988
"88",1232,880
"89",1227,870
"90",1247,889
"91",1219,886
"92",1257,922
"93",1236,893
"94",1269,909
"95",1237,886
"96",1245,914
"97",1227,889
"98",1219,912
"99",1238,873
"100",1214,910
