"","count","binding_clonal"
"1",690,370
"2",695,368
"3",677,373
"4",659,361
"5",691,361
"6",677,357
"7",660,346
"8",680,338
"9",674,365
"10",690,351
"11",686,359
"12",669,361
"13",644,334
"14",681,367
"15",668,350
"16",677,370
"17",647,336
"18",660,379
"19",661,360
"20",666,354
"21",690,392
"22",663,353
"23",697,376
"24",668,357
"25",705,382
"26",683,378
"27",671,359
"28",678,353
"29",718,381
"30",644,338
"31",675,374
"32",689,359
"33",701,390
"34",669,356
"35",686,360
"36",694,365
"37",673,333
"38",688,388
"39",709,401
"40",675,371
"41",668,357
"42",668,338
"43",645,373
"44",664,363
"45",691,363
"46",658,345
"47",667,351
"48",679,324
"49",665,354
"50",666,351
"51",669,368
"52",635,347
"53",704,405
"54",691,388
"55",674,345
"56",708,388
"57",699,371
"58",668,347
"59",689,377
"60",696,403
"61",645,315
"62",657,367
"63",650,351
"64",676,351
"65",682,380
"66",676,367
"67",695,389
"68",693,367
"69",639,311
"70",673,353
"71",670,343
"72",669,347
"73",641,329
"74",662,361
"75",659,382
"76",705,375
"77",694,383
"78",639,340
"79",683,372
"80",687,396
"81",695,372
"82",681,380
"83",710,405
"84",667,345
"85",669,364
"86",688,371
"87",713,398
"88",687,405
"89",668,366
"90",655,361
"91",682,375
"92",663,365
"93",720,395
"94",681,361
"95",666,352
"96",669,357
"97",657,364
"98",648,348
"99",647,353
"100",670,351
