"","count","binding_clonal"
"1",1268,696
"2",1258,752
"3",1265,724
"4",1247,764
"5",1297,758
"6",1294,775
"7",1273,770
"8",1287,746
"9",1252,735
"10",1284,767
"11",1295,708
"12",1267,746
"13",1276,779
"14",1279,791
"15",1289,782
"16",1282,755
"17",1268,724
"18",1288,741
"19",1256,754
"20",1258,755
"21",1265,762
"22",1275,752
"23",1273,740
"24",1318,801
"25",1292,767
"26",1251,717
"27",1305,757
"28",1226,697
"29",1247,742
"30",1250,761
"31",1258,762
"32",1311,799
"33",1276,747
"34",1265,760
"35",1318,794
"36",1260,735
"37",1278,774
"38",1310,784
"39",1230,744
"40",1245,755
"41",1276,757
"42",1272,748
"43",1276,763
"44",1296,769
"45",1279,760
"46",1283,725
"47",1261,759
"48",1284,757
"49",1266,730
"50",1267,754
"51",1288,745
"52",1330,772
"53",1272,724
"54",1246,742
"55",1276,736
"56",1255,729
"57",1244,742
"58",1294,799
"59",1293,746
"60",1268,779
"61",1224,738
"62",1227,693
"63",1256,727
"64",1252,717
"65",1260,733
"66",1248,745
"67",1285,792
"68",1314,785
"69",1279,772
"70",1242,726
"71",1297,763
"72",1260,728
"73",1291,798
"74",1327,770
"75",1266,770
"76",1279,756
"77",1325,838
"78",1332,819
"79",1274,777
"80",1210,734
"81",1257,761
"82",1244,699
"83",1269,780
"84",1244,722
"85",1233,745
"86",1255,738
"87",1247,733
"88",1314,812
"89",1272,741
"90",1303,778
"91",1251,717
"92",1281,767
"93",1244,732
"94",1277,770
"95",1207,731
"96",1305,772
"97",1268,767
"98",1289,803
"99",1292,760
"100",1273,753
