"","count","binding_clonal"
"1",1510,798
"2",1586,780
"3",1548,829
"4",1549,817
"5",1578,793
"6",1501,796
"7",1553,833
"8",1544,821
"9",1557,814
"10",1549,793
"11",1470,774
"12",1526,801
"13",1506,812
"14",1564,817
"15",1514,806
"16",1528,815
"17",1539,821
"18",1491,806
"19",1480,768
"20",1576,831
"21",1524,822
"22",1545,805
"23",1556,808
"24",1503,791
"25",1563,795
"26",1533,803
"27",1495,779
"28",1502,757
"29",1535,796
"30",1544,813
"31",1522,792
"32",1496,797
"33",1572,788
"34",1546,806
"35",1554,812
"36",1510,775
"37",1617,825
"38",1483,789
"39",1544,797
"40",1551,809
"41",1586,809
"42",1467,761
"43",1545,817
"44",1511,801
"45",1558,835
"46",1522,786
"47",1564,801
"48",1554,814
"49",1541,735
"50",1518,806
"51",1568,813
"52",1575,836
"53",1521,770
"54",1475,784
"55",1487,782
"56",1538,799
"57",1474,763
"58",1556,805
"59",1554,842
"60",1524,845
"61",1505,762
"62",1527,791
"63",1496,788
"64",1550,801
"65",1474,772
"66",1547,786
"67",1621,860
"68",1581,831
"69",1532,820
"70",1486,797
"71",1518,742
"72",1574,813
"73",1573,826
"74",1546,829
"75",1634,884
"76",1559,841
"77",1531,809
"78",1553,834
"79",1452,766
"80",1576,794
"81",1500,755
"82",1534,785
"83",1491,796
"84",1542,847
"85",1579,817
"86",1521,788
"87",1534,815
"88",1545,835
"89",1521,820
"90",1511,803
"91",1547,830
"92",1477,750
"93",1558,819
"94",1532,818
"95",1534,809
"96",1554,803
"97",1547,830
"98",1511,797
"99",1532,792
"100",1529,791
