"","count","binding_clonal"
"1",166,119
"2",156,96
"3",155,87
"4",167,104
"5",152,99
"6",153,84
"7",162,109
"8",168,107
"9",161,101
"10",155,108
"11",169,115
"12",153,101
"13",152,104
"14",148,78
"15",134,83
"16",162,99
"17",146,113
"18",155,104
"19",163,99
"20",185,122
"21",149,95
"22",179,111
"23",165,102
"24",163,104
"25",151,99
"26",166,112
"27",157,110
"28",150,90
"29",164,110
"30",165,101
"31",173,108
"32",162,109
"33",166,100
"34",145,87
"35",161,99
"36",153,100
"37",171,103
"38",152,91
"39",150,98
"40",157,97
"41",150,104
"42",148,91
"43",145,95
"44",165,118
"45",152,98
"46",158,91
"47",148,95
"48",156,89
"49",167,100
"50",171,110
"51",159,105
"52",155,93
"53",162,94
"54",167,107
"55",159,108
"56",153,96
"57",153,101
"58",187,124
"59",147,98
"60",156,89
"61",166,110
"62",162,101
"63",152,95
"64",151,92
"65",170,101
"66",151,101
"67",161,102
"68",159,98
"69",154,97
"70",151,96
"71",153,90
"72",160,93
"73",172,106
"74",181,104
"75",167,98
"76",157,104
"77",157,91
"78",157,104
"79",174,114
"80",159,98
"81",150,95
"82",167,114
"83",162,99
"84",162,103
"85",174,107
"86",177,121
"87",154,103
"88",181,116
"89",173,103
"90",162,117
"91",150,102
"92",157,96
"93",153,101
"94",166,103
"95",157,110
"96",151,91
"97",169,106
"98",164,108
"99",158,98
"100",170,115
