"","count","binding_clonal"
"1",477,265
"2",495,263
"3",473,266
"4",467,263
"5",477,278
"6",471,262
"7",480,271
"8",485,265
"9",466,269
"10",482,265
"11",476,265
"12",493,269
"13",483,282
"14",464,244
"15",498,282
"16",489,267
"17",488,271
"18",501,290
"19",459,254
"20",496,268
"21",492,279
"22",469,259
"23",516,286
"24",478,263
"25",485,250
"26",493,258
"27",503,272
"28",482,261
"29",491,296
"30",485,259
"31",458,252
"32",490,242
"33",482,253
"34",516,276
"35",502,259
"36",462,251
"37",494,274
"38",474,257
"39",484,266
"40",485,269
"41",490,256
"42",483,271
"43",457,247
"44",459,259
"45",505,298
"46",507,262
"47",472,269
"48",458,266
"49",482,278
"50",468,243
"51",473,233
"52",475,272
"53",482,261
"54",514,265
"55",492,274
"56",480,245
"57",471,259
"58",450,235
"59",483,265
"60",497,274
"61",489,253
"62",485,287
"63",503,260
"64",511,287
"65",461,268
"66",474,258
"67",466,239
"68",458,235
"69",506,263
"70",501,268
"71",441,243
"72",468,242
"73",513,295
"74",486,252
"75",480,251
"76",478,275
"77",511,264
"78",445,247
"79",480,268
"80",478,275
"81",433,220
"82",485,243
"83",489,267
"84",503,283
"85",503,255
"86",491,247
"87",500,274
"88",505,268
"89",467,258
"90",490,282
"91",482,253
"92",457,210
"93",483,270
"94",496,259
"95",523,293
"96",478,261
"97",474,275
"98",473,253
"99",477,243
"100",482,256
