"","count","binding_clonal"
"1",507,326
"2",512,351
"3",515,343
"4",512,329
"5",469,301
"6",484,328
"7",504,347
"8",483,315
"9",517,377
"10",493,333
"11",482,314
"12",526,356
"13",493,338
"14",487,314
"15",507,351
"16",507,339
"17",499,349
"18",491,339
"19",504,338
"20",477,317
"21",471,301
"22",508,336
"23",505,361
"24",488,326
"25",534,362
"26",524,385
"27",502,345
"28",497,319
"29",510,323
"30",478,342
"31",505,327
"32",529,358
"33",529,358
"34",532,345
"35",494,333
"36",506,352
"37",529,362
"38",486,343
"39",512,376
"40",533,382
"41",509,352
"42",511,362
"43",487,316
"44",496,325
"45",522,346
"46",499,341
"47",537,378
"48",505,318
"49",520,345
"50",491,328
"51",523,366
"52",560,398
"53",529,380
"54",481,332
"55",494,342
"56",505,338
"57",502,346
"58",526,375
"59",540,369
"60",542,372
"61",500,347
"62",524,371
"63",500,341
"64",494,326
"65",517,360
"66",514,364
"67",492,320
"68",515,363
"69",502,335
"70",525,345
"71",512,338
"72",530,353
"73",478,320
"74",535,383
"75",476,342
"76",532,368
"77",500,343
"78",526,362
"79",499,338
"80",494,334
"81",518,379
"82",559,372
"83",516,351
"84",474,315
"85",496,338
"86",528,358
"87",480,337
"88",511,338
"89",505,326
"90",511,340
"91",497,344
"92",508,345
"93",564,390
"94",519,345
"95",533,374
"96",531,363
"97",532,368
"98",511,339
"99",514,357
"100",487,309
