"","count","binding_clonal"
"1",7559,3645
"2",7590,3616
"3",7510,3526
"4",7396,3516
"5",7493,3543
"6",7349,3539
"7",7564,3587
"8",7628,3675
"9",7436,3697
"10",7461,3574
"11",7442,3529
"12",7592,3656
"13",7510,3615
"14",7506,3649
"15",7544,3646
"16",7514,3548
"17",7435,3538
"18",7678,3576
"19",7452,3593
"20",7550,3581
"21",7483,3618
"22",7463,3526
"23",7505,3527
"24",7578,3583
"25",7562,3607
"26",7552,3622
"27",7451,3582
"28",7457,3591
"29",7460,3639
"30",7539,3590
"31",7569,3721
"32",7461,3457
"33",7468,3561
"34",7495,3585
"35",7488,3616
"36",7498,3649
"37",7580,3710
"38",7572,3609
"39",7578,3669
"40",7529,3621
"41",7629,3707
"42",7578,3618
"43",7481,3548
"44",7529,3672
"45",7601,3694
"46",7578,3579
"47",7522,3663
"48",7489,3478
"49",7555,3604
"50",7618,3596
"51",7551,3578
"52",7520,3584
"53",7536,3655
"54",7650,3660
"55",7488,3539
"56",7555,3564
"57",7575,3674
"58",7605,3607
"59",7519,3622
"60",7500,3623
"61",7494,3595
"62",7539,3622
"63",7517,3586
"64",7547,3609
"65",7458,3488
"66",7509,3620
"67",7517,3695
"68",7531,3550
"69",7468,3583
"70",7513,3591
"71",7525,3578
"72",7551,3554
"73",7420,3629
"74",7564,3598
"75",7465,3629
"76",7432,3480
"77",7523,3613
"78",7578,3699
"79",7522,3581
"80",7540,3640
"81",7452,3522
"82",7551,3712
"83",7482,3559
"84",7588,3713
"85",7567,3562
"86",7624,3709
"87",7460,3578
"88",7567,3608
"89",7459,3546
"90",7491,3617
"91",7455,3602
"92",7538,3630
"93",7572,3601
"94",7416,3569
"95",7448,3506
"96",7466,3464
"97",7547,3538
"98",7340,3554
"99",7470,3534
"100",7567,3681
