"","count","binding_clonal"
"1",849,348
"2",848,362
"3",839,347
"4",888,362
"5",881,351
"6",818,297
"7",837,343
"8",869,362
"9",834,339
"10",856,382
"11",871,350
"12",882,352
"13",848,343
"14",885,378
"15",881,403
"16",849,371
"17",876,356
"18",839,333
"19",873,325
"20",813,334
"21",862,363
"22",880,386
"23",889,350
"24",879,348
"25",908,365
"26",891,375
"27",863,377
"28",848,343
"29",842,346
"30",880,392
"31",889,358
"32",829,357
"33",879,363
"34",859,371
"35",828,369
"36",853,342
"37",854,363
"38",876,392
"39",840,363
"40",881,343
"41",815,323
"42",821,346
"43",866,357
"44",919,411
"45",888,369
"46",875,338
"47",865,351
"48",895,374
"49",877,336
"50",848,354
"51",870,387
"52",848,365
"53",838,353
"54",873,361
"55",871,362
"56",832,345
"57",840,335
"58",870,348
"59",879,353
"60",884,354
"61",888,376
"62",850,360
"63",884,397
"64",838,343
"65",842,368
"66",867,354
"67",876,377
"68",862,374
"69",864,328
"70",868,348
"71",852,345
"72",902,362
"73",879,344
"74",874,388
"75",908,376
"76",877,373
"77",882,363
"78",864,365
"79",857,378
"80",878,356
"81",849,342
"82",862,345
"83",859,357
"84",868,345
"85",868,362
"86",851,353
"87",865,345
"88",864,369
"89",821,348
"90",838,335
"91",862,365
"92",893,370
"93",866,375
"94",832,331
"95",885,354
"96",848,389
"97",898,359
"98",847,364
"99",862,364
"100",855,354
