"","count","binding_clonal"
"1",996,560
"2",1012,610
"3",1006,583
"4",969,559
"5",1004,586
"6",1000,551
"7",1003,580
"8",1053,607
"9",1024,580
"10",989,528
"11",992,590
"12",997,549
"13",998,569
"14",984,593
"15",926,557
"16",1013,584
"17",987,580
"18",992,582
"19",1031,581
"20",1005,582
"21",948,538
"22",994,580
"23",985,564
"24",977,574
"25",1007,580
"26",1028,613
"27",1011,571
"28",992,587
"29",1001,579
"30",998,561
"31",1025,569
"32",976,558
"33",1001,574
"34",1013,599
"35",987,555
"36",1003,606
"37",949,558
"38",993,543
"39",996,575
"40",978,573
"41",1052,580
"42",993,558
"43",1001,571
"44",976,541
"45",1030,606
"46",976,557
"47",1001,553
"48",974,545
"49",1016,608
"50",1027,573
"51",1008,611
"52",985,565
"53",960,548
"54",994,582
"55",964,547
"56",962,559
"57",1032,575
"58",982,574
"59",1001,582
"60",1000,584
"61",996,599
"62",995,586
"63",1028,615
"64",969,533
"65",969,556
"66",955,572
"67",990,591
"68",962,554
"69",981,559
"70",1020,587
"71",1001,598
"72",1008,592
"73",987,569
"74",970,586
"75",970,585
"76",1009,592
"77",974,558
"78",1016,582
"79",995,590
"80",1017,569
"81",1006,584
"82",992,599
"83",996,578
"84",1034,567
"85",994,594
"86",975,565
"87",964,547
"88",983,580
"89",1007,602
"90",971,577
"91",1014,608
"92",1009,605
"93",1000,591
"94",974,552
"95",990,557
"96",1002,588
"97",1018,593
"98",971,587
"99",1009,570
"100",1024,580
