"","count","binding_clonal"
"1",649,401
"2",647,396
"3",651,385
"4",626,358
"5",639,376
"6",615,352
"7",638,376
"8",640,394
"9",596,343
"10",632,366
"11",602,362
"12",641,369
"13",603,363
"14",635,401
"15",640,367
"16",591,332
"17",647,405
"18",642,384
"19",616,350
"20",603,349
"21",659,384
"22",631,360
"23",626,369
"24",634,385
"25",621,339
"26",598,346
"27",643,404
"28",635,365
"29",617,357
"30",622,343
"31",636,381
"32",656,368
"33",646,399
"34",612,370
"35",610,338
"36",597,346
"37",616,356
"38",660,378
"39",617,367
"40",635,386
"41",647,394
"42",658,396
"43",660,389
"44",622,352
"45",629,362
"46",611,343
"47",639,400
"48",637,405
"49",631,395
"50",655,370
"51",590,335
"52",597,360
"53",613,349
"54",637,356
"55",619,348
"56",653,378
"57",597,351
"58",627,345
"59",614,377
"60",643,375
"61",616,344
"62",636,387
"63",587,350
"64",626,367
"65",633,378
"66",639,394
"67",624,354
"68",639,382
"69",619,363
"70",611,348
"71",595,351
"72",591,345
"73",627,399
"74",609,351
"75",618,384
"76",626,393
"77",626,381
"78",627,384
"79",654,362
"80",639,364
"81",642,377
"82",600,374
"83",644,371
"84",627,361
"85",622,380
"86",624,362
"87",640,353
"88",655,383
"89",632,363
"90",630,380
"91",625,352
"92",620,360
"93",636,386
"94",639,373
"95",638,354
"96",638,381
"97",663,397
"98",635,360
"99",661,384
"100",629,373
