"","count","binding_clonal"
"1",2821,933
"2",2842,968
"3",2803,1040
"4",2789,954
"5",2797,998
"6",2834,986
"7",2875,1001
"8",2878,991
"9",2776,977
"10",2888,1011
"11",2793,922
"12",2805,965
"13",2812,989
"14",2791,990
"15",2835,959
"16",2908,1027
"17",2808,1027
"18",2782,980
"19",2796,966
"20",2764,994
"21",2881,1005
"22",2787,967
"23",2836,979
"24",2831,942
"25",2847,995
"26",2824,988
"27",2830,986
"28",2758,974
"29",2803,987
"30",2909,1050
"31",2789,948
"32",2847,963
"33",2796,987
"34",2788,971
"35",2876,975
"36",2834,1008
"37",2818,950
"38",2855,952
"39",2869,1023
"40",2829,938
"41",2756,921
"42",2776,1004
"43",2780,945
"44",2776,916
"45",2783,981
"46",2842,993
"47",2813,966
"48",2790,967
"49",2880,994
"50",2825,920
"51",2827,960
"52",2826,980
"53",2886,1016
"54",2786,971
"55",2798,977
"56",2723,928
"57",2827,942
"58",2736,969
"59",2792,958
"60",2846,979
"61",2805,968
"62",2852,949
"63",2804,962
"64",2839,1033
"65",2781,960
"66",2827,1006
"67",2870,1007
"68",2776,1019
"69",2800,1026
"70",2854,1004
"71",2878,1074
"72",2802,960
"73",2772,997
"74",2799,962
"75",2804,936
"76",2873,1006
"77",2824,931
"78",2808,954
"79",2805,1014
"80",2791,959
"81",2836,1007
"82",2768,1019
"83",2822,961
"84",2804,1022
"85",2762,989
"86",2788,979
"87",2851,1043
"88",2881,993
"89",2806,1045
"90",2832,981
"91",2859,1040
"92",2837,984
"93",2844,977
"94",2806,908
"95",2791,964
"96",2812,987
"97",2848,939
"98",2790,932
"99",2806,974
"100",2820,1049
