"","count","binding_clonal"
"1",2747,1136
"2",2781,1128
"3",2777,1170
"4",2790,1113
"5",2823,1178
"6",2884,1187
"7",2824,1198
"8",2782,1168
"9",2794,1126
"10",2779,1160
"11",2848,1185
"12",2847,1154
"13",2821,1175
"14",2834,1193
"15",2824,1217
"16",2805,1181
"17",2814,1153
"18",2741,1153
"19",2816,1148
"20",2783,1183
"21",2787,1116
"22",2847,1218
"23",2815,1150
"24",2819,1198
"25",2843,1256
"26",2798,1185
"27",2899,1214
"28",2823,1165
"29",2901,1244
"30",2793,1175
"31",2834,1185
"32",2803,1151
"33",2847,1163
"34",2792,1206
"35",2828,1198
"36",2784,1150
"37",2782,1160
"38",2854,1158
"39",2851,1207
"40",2839,1199
"41",2827,1198
"42",2811,1163
"43",2778,1149
"44",2866,1217
"45",2846,1162
"46",2803,1207
"47",2827,1303
"48",2807,1161
"49",2796,1209
"50",2840,1170
"51",2798,1210
"52",2846,1220
"53",2797,1155
"54",2791,1184
"55",2810,1153
"56",2853,1181
"57",2746,1190
"58",2883,1180
"59",2820,1210
"60",2857,1138
"61",2805,1197
"62",2854,1175
"63",2817,1198
"64",2847,1222
"65",2849,1198
"66",2788,1182
"67",2875,1153
"68",2809,1143
"69",2782,1139
"70",2873,1226
"71",2797,1191
"72",2838,1191
"73",2766,1172
"74",2851,1210
"75",2854,1197
"76",2878,1187
"77",2738,1129
"78",2789,1187
"79",2917,1264
"80",2822,1192
"81",2854,1216
"82",2793,1195
"83",2766,1219
"84",2866,1160
"85",2779,1134
"86",2850,1214
"87",2880,1168
"88",2826,1209
"89",2793,1141
"90",2773,1088
"91",2840,1161
"92",2836,1215
"93",2757,1163
"94",2841,1218
"95",2847,1226
"96",2827,1239
"97",2856,1183
"98",2859,1213
"99",2867,1182
"100",2826,1195
