"","count","binding_clonal"
"1",802,337
"2",834,329
"3",822,299
"4",818,326
"5",824,296
"6",780,294
"7",812,278
"8",816,304
"9",815,306
"10",809,319
"11",784,290
"12",810,303
"13",791,312
"14",831,338
"15",782,304
"16",804,277
"17",809,291
"18",826,313
"19",796,283
"20",800,279
"21",791,309
"22",798,322
"23",800,316
"24",819,303
"25",772,288
"26",779,255
"27",828,335
"28",810,305
"29",788,308
"30",790,310
"31",796,277
"32",827,310
"33",825,346
"34",823,307
"35",820,295
"36",764,290
"37",791,306
"38",846,335
"39",817,315
"40",793,275
"41",810,296
"42",791,302
"43",762,284
"44",799,303
"45",826,314
"46",822,320
"47",812,358
"48",790,300
"49",820,293
"50",805,303
"51",828,321
"52",778,297
"53",797,322
"54",796,316
"55",779,274
"56",801,320
"57",785,292
"58",775,284
"59",835,310
"60",792,285
"61",844,344
"62",813,327
"63",785,305
"64",764,295
"65",807,290
"66",817,326
"67",812,331
"68",775,308
"69",792,310
"70",806,302
"71",769,281
"72",773,290
"73",834,313
"74",825,305
"75",808,286
"76",819,310
"77",791,294
"78",789,296
"79",783,281
"80",769,281
"81",807,326
"82",819,311
"83",796,296
"84",816,308
"85",775,271
"86",768,282
"87",808,281
"88",796,316
"89",821,287
"90",779,286
"91",784,288
"92",800,262
"93",767,282
"94",822,324
"95",796,305
"96",812,318
"97",834,331
"98",831,311
"99",808,326
"100",801,310
