"","count","binding_clonal"
"1",857,263
"2",833,230
"3",855,254
"4",829,234
"5",834,240
"6",805,236
"7",845,221
"8",825,231
"9",819,246
"10",795,236
"11",841,281
"12",841,220
"13",820,214
"14",846,254
"15",802,213
"16",816,248
"17",841,229
"18",807,208
"19",820,218
"20",807,233
"21",807,229
"22",849,237
"23",872,274
"24",795,203
"25",801,229
"26",832,253
"27",818,250
"28",821,226
"29",823,230
"30",827,231
"31",827,238
"32",828,246
"33",848,218
"34",807,218
"35",830,245
"36",850,227
"37",879,253
"38",881,254
"39",822,232
"40",852,287
"41",833,233
"42",850,207
"43",831,232
"44",844,223
"45",806,239
"46",875,271
"47",864,273
"48",832,240
"49",839,219
"50",862,261
"51",834,222
"52",797,215
"53",817,234
"54",848,261
"55",829,242
"56",831,209
"57",818,218
"58",818,224
"59",822,227
"60",833,207
"61",859,255
"62",807,227
"63",780,233
"64",812,229
"65",803,221
"66",821,237
"67",832,253
"68",859,274
"69",869,275
"70",818,247
"71",818,255
"72",847,221
"73",813,226
"74",833,236
"75",813,235
"76",816,227
"77",824,248
"78",829,221
"79",852,239
"80",792,252
"81",860,245
"82",832,231
"83",810,237
"84",801,203
"85",863,239
"86",807,239
"87",792,226
"88",823,222
"89",849,232
"90",812,236
"91",768,225
"92",870,242
"93",831,226
"94",851,256
"95",817,219
"96",835,242
"97",839,221
"98",836,244
"99",815,246
"100",799,235
