"","count","binding_clonal"
"1",268,150
"2",280,157
"3",249,137
"4",248,123
"5",270,157
"6",245,127
"7",264,134
"8",232,108
"9",255,125
"10",270,142
"11",262,147
"12",243,121
"13",271,152
"14",252,126
"15",258,159
"16",259,132
"17",234,115
"18",251,145
"19",258,138
"20",252,145
"21",250,137
"22",286,165
"23",269,131
"24",246,132
"25",244,132
"26",255,134
"27",253,133
"28",264,142
"29",248,134
"30",250,125
"31",248,135
"32",259,143
"33",256,134
"34",252,134
"35",255,123
"36",252,127
"37",250,135
"38",254,139
"39",268,146
"40",250,135
"41",262,140
"42",237,117
"43",250,128
"44",239,123
"45",256,117
"46",280,131
"47",250,126
"48",246,137
"49",270,142
"50",257,134
"51",258,119
"52",252,144
"53",247,120
"54",262,132
"55",239,128
"56",240,115
"57",273,144
"58",253,132
"59",254,134
"60",254,139
"61",272,139
"62",253,137
"63",227,113
"64",267,143
"65",259,143
"66",267,151
"67",251,138
"68",259,125
"69",236,135
"70",273,134
"71",281,159
"72",252,135
"73",241,121
"74",241,136
"75",269,133
"76",275,148
"77",261,145
"78",236,115
"79",255,139
"80",252,133
"81",273,159
"82",260,135
"83",236,132
"84",258,142
"85",254,137
"86",260,125
"87",251,145
"88",260,128
"89",263,137
"90",262,121
"91",243,129
"92",261,127
"93",262,137
"94",258,132
"95",258,137
"96",226,108
"97",251,118
"98",248,145
"99",276,135
"100",244,125
