"","count","binding_clonal"
"1",417,221
"2",411,211
"3",403,220
"4",439,217
"5",393,207
"6",420,232
"7",394,187
"8",421,212
"9",384,207
"10",410,208
"11",408,224
"12",407,230
"13",436,236
"14",418,214
"15",410,216
"16",403,224
"17",411,245
"18",410,208
"19",418,208
"20",402,195
"21",421,209
"22",416,199
"23",443,222
"24",418,219
"25",424,223
"26",440,236
"27",425,211
"28",420,229
"29",378,190
"30",391,185
"31",402,223
"32",414,222
"33",421,227
"34",442,226
"35",413,213
"36",428,220
"37",421,224
"38",396,199
"39",424,231
"40",408,219
"41",392,200
"42",414,214
"43",385,203
"44",439,243
"45",404,222
"46",421,202
"47",409,199
"48",434,241
"49",436,238
"50",396,221
"51",401,211
"52",431,241
"53",415,211
"54",430,231
"55",423,216
"56",416,224
"57",431,222
"58",420,229
"59",421,233
"60",409,219
"61",419,239
"62",428,230
"63",417,198
"64",387,203
"65",386,216
"66",428,233
"67",417,225
"68",416,215
"69",410,225
"70",404,214
"71",393,201
"72",435,201
"73",413,233
"74",404,200
"75",393,200
"76",410,212
"77",409,209
"78",410,213
"79",396,208
"80",408,193
"81",405,215
"82",395,208
"83",411,219
"84",417,222
"85",426,218
"86",408,212
"87",411,214
"88",393,198
"89",410,210
"90",419,237
"91",395,199
"92",394,204
"93",414,206
"94",422,217
"95",422,233
"96",398,205
"97",410,226
"98",389,186
"99",391,205
"100",413,218
