"","count","binding_clonal"
"1",3248,1653
"2",3226,1598
"3",3195,1596
"4",3265,1599
"5",3214,1632
"6",3175,1572
"7",3241,1641
"8",3203,1595
"9",3218,1632
"10",3210,1649
"11",3332,1652
"12",3260,1625
"13",3270,1597
"14",3218,1696
"15",3259,1596
"16",3229,1633
"17",3235,1586
"18",3340,1663
"19",3270,1681
"20",3228,1665
"21",3219,1677
"22",3258,1638
"23",3273,1629
"24",3187,1576
"25",3165,1558
"26",3198,1582
"27",3206,1668
"28",3308,1703
"29",3216,1573
"30",3257,1690
"31",3285,1673
"32",3283,1601
"33",3211,1593
"34",3150,1583
"35",3233,1627
"36",3268,1624
"37",3238,1606
"38",3234,1613
"39",3230,1633
"40",3243,1681
"41",3226,1579
"42",3299,1667
"43",3265,1696
"44",3211,1566
"45",3267,1723
"46",3307,1672
"47",3249,1584
"48",3220,1651
"49",3256,1608
"50",3271,1623
"51",3305,1690
"52",3178,1575
"53",3228,1648
"54",3254,1643
"55",3314,1655
"56",3238,1626
"57",3314,1623
"58",3334,1663
"59",3257,1660
"60",3190,1580
"61",3261,1591
"62",3295,1693
"63",3215,1593
"64",3244,1615
"65",3302,1671
"66",3149,1581
"67",3208,1620
"68",3272,1622
"69",3249,1606
"70",3255,1670
"71",3287,1695
"72",3227,1583
"73",3237,1681
"74",3287,1624
"75",3164,1622
"76",3265,1620
"77",3252,1649
"78",3240,1673
"79",3242,1675
"80",3304,1647
"81",3231,1643
"82",3240,1610
"83",3315,1702
"84",3322,1667
"85",3160,1619
"86",3247,1665
"87",3278,1686
"88",3300,1679
"89",3290,1678
"90",3246,1643
"91",3225,1590
"92",3216,1629
"93",3193,1575
"94",3253,1607
"95",3226,1617
"96",3244,1672
"97",3214,1606
"98",3219,1598
"99",3304,1656
"100",3192,1639
