"","count","binding_clonal"
"1",2120,1164
"2",2115,1174
"3",2133,1187
"4",2196,1217
"5",2138,1162
"6",2170,1231
"7",2116,1167
"8",2147,1201
"9",2144,1195
"10",2114,1155
"11",2147,1172
"12",2178,1240
"13",2201,1187
"14",2092,1149
"15",2176,1209
"16",2126,1114
"17",2116,1161
"18",2239,1204
"19",2109,1136
"20",2085,1153
"21",2144,1169
"22",2141,1185
"23",2142,1168
"24",2129,1151
"25",2202,1159
"26",2158,1202
"27",2213,1223
"28",2149,1198
"29",2056,1144
"30",2136,1133
"31",2162,1186
"32",2153,1155
"33",2155,1193
"34",2124,1168
"35",2075,1179
"36",2146,1215
"37",2086,1138
"38",2121,1184
"39",2113,1132
"40",2084,1122
"41",2165,1204
"42",2142,1194
"43",2123,1132
"44",2138,1172
"45",2108,1128
"46",2158,1238
"47",2159,1168
"48",2114,1145
"49",2115,1145
"50",2131,1148
"51",2121,1103
"52",2141,1168
"53",2205,1167
"54",2143,1162
"55",2157,1172
"56",2187,1216
"57",2181,1196
"58",2153,1186
"59",2208,1206
"60",2140,1239
"61",2136,1198
"62",2121,1182
"63",2179,1222
"64",2180,1237
"65",2182,1228
"66",2133,1140
"67",2118,1166
"68",2178,1197
"69",2142,1147
"70",2173,1176
"71",2192,1242
"72",2146,1208
"73",2125,1196
"74",2090,1130
"75",2133,1150
"76",2171,1177
"77",2091,1151
"78",2148,1180
"79",2165,1189
"80",2131,1131
"81",2175,1180
"82",2150,1176
"83",2150,1166
"84",2133,1165
"85",2110,1177
"86",2109,1096
"87",2160,1194
"88",2137,1113
"89",2096,1119
"90",2168,1129
"91",2157,1232
"92",2152,1190
"93",2107,1118
"94",2104,1131
"95",2236,1223
"96",2226,1216
"97",2178,1202
"98",2136,1197
"99",2148,1190
"100",2180,1202
