"","count","binding_clonal"
"1",1354,665
"2",1328,607
"3",1277,557
"4",1289,579
"5",1303,612
"6",1292,619
"7",1292,641
"8",1278,604
"9",1281,591
"10",1323,592
"11",1284,570
"12",1278,606
"13",1283,625
"14",1290,601
"15",1253,567
"16",1283,549
"17",1344,618
"18",1328,617
"19",1319,623
"20",1318,625
"21",1288,633
"22",1296,615
"23",1285,587
"24",1272,615
"25",1296,572
"26",1242,545
"27",1305,628
"28",1271,584
"29",1278,622
"30",1293,633
"31",1265,588
"32",1291,614
"33",1306,602
"34",1308,569
"35",1300,627
"36",1285,618
"37",1335,620
"38",1270,613
"39",1319,597
"40",1294,614
"41",1330,631
"42",1297,602
"43",1262,596
"44",1297,608
"45",1295,598
"46",1282,611
"47",1319,610
"48",1307,586
"49",1325,625
"50",1282,610
"51",1309,617
"52",1295,618
"53",1270,615
"54",1306,624
"55",1298,622
"56",1298,607
"57",1253,560
"58",1292,610
"59",1318,585
"60",1306,625
"61",1296,614
"62",1284,554
"63",1270,566
"64",1267,595
"65",1241,559
"66",1311,620
"67",1330,624
"68",1278,576
"69",1315,625
"70",1237,602
"71",1319,593
"72",1307,587
"73",1296,597
"74",1294,604
"75",1296,572
"76",1284,545
"77",1321,640
"78",1298,595
"79",1290,598
"80",1370,683
"81",1269,582
"82",1318,619
"83",1338,670
"84",1333,631
"85",1325,623
"86",1303,585
"87",1317,548
"88",1331,615
"89",1273,593
"90",1305,575
"91",1261,599
"92",1311,579
"93",1317,596
"94",1332,625
"95",1287,573
"96",1314,580
"97",1299,629
"98",1243,577
"99",1303,612
"100",1305,639
