"","count","binding_clonal"
"1",1732,1010
"2",1670,985
"3",1703,996
"4",1767,1044
"5",1705,1008
"6",1741,1029
"7",1709,1028
"8",1721,1031
"9",1667,916
"10",1668,960
"11",1694,954
"12",1718,1037
"13",1716,1020
"14",1761,992
"15",1710,986
"16",1766,1027
"17",1681,956
"18",1700,971
"19",1693,991
"20",1717,1002
"21",1711,988
"22",1708,962
"23",1709,1026
"24",1778,1039
"25",1715,973
"26",1729,1006
"27",1683,1026
"28",1759,1015
"29",1748,1081
"30",1782,1026
"31",1742,1014
"32",1681,990
"33",1676,1013
"34",1771,1014
"35",1669,951
"36",1714,1003
"37",1674,973
"38",1730,991
"39",1661,979
"40",1761,1026
"41",1723,976
"42",1727,1029
"43",1683,952
"44",1740,1013
"45",1659,971
"46",1726,1039
"47",1700,973
"48",1763,1057
"49",1740,1035
"50",1704,974
"51",1738,992
"52",1708,1001
"53",1733,990
"54",1728,972
"55",1714,987
"56",1696,1031
"57",1743,991
"58",1671,963
"59",1715,1002
"60",1699,962
"61",1731,1054
"62",1686,993
"63",1733,1039
"64",1773,1032
"65",1736,983
"66",1764,1016
"67",1751,1004
"68",1726,1006
"69",1687,981
"70",1683,1006
"71",1718,996
"72",1671,981
"73",1720,1039
"74",1682,968
"75",1653,979
"76",1723,1012
"77",1740,1006
"78",1727,1008
"79",1665,997
"80",1717,1037
"81",1696,1015
"82",1644,902
"83",1714,983
"84",1710,971
"85",1705,1004
"86",1734,985
"87",1725,1048
"88",1697,998
"89",1699,967
"90",1737,1018
"91",1730,953
"92",1739,1023
"93",1784,1033
"94",1697,958
"95",1699,1013
"96",1710,1032
"97",1690,964
"98",1703,959
"99",1712,968
"100",1755,985
