"","count","binding_clonal"
"1",3118,1734
"2",3111,1664
"3",3074,1707
"4",3094,1681
"5",3143,1721
"6",3180,1713
"7",3106,1668
"8",3102,1697
"9",3157,1734
"10",3015,1698
"11",3113,1736
"12",3132,1723
"13",3143,1738
"14",3124,1741
"15",3136,1694
"16",3085,1718
"17",3049,1695
"18",3154,1700
"19",3063,1684
"20",3107,1722
"21",3141,1744
"22",3122,1688
"23",3054,1684
"24",3119,1668
"25",3149,1807
"26",3150,1798
"27",3108,1743
"28",3128,1709
"29",3076,1649
"30",3136,1715
"31",3103,1712
"32",3139,1690
"33",3082,1726
"34",3142,1707
"35",3000,1686
"36",3076,1690
"37",3091,1747
"38",3175,1718
"39",3101,1795
"40",3066,1704
"41",3190,1769
"42",3157,1784
"43",3144,1698
"44",3105,1682
"45",3184,1712
"46",3138,1757
"47",3168,1773
"48",3126,1747
"49",3104,1760
"50",3097,1701
"51",3197,1815
"52",3142,1791
"53",3145,1730
"54",3203,1780
"55",3127,1723
"56",3029,1707
"57",3087,1745
"58",3097,1666
"59",3130,1714
"60",3146,1722
"61",3169,1785
"62",3175,1756
"63",3100,1736
"64",3120,1751
"65",3072,1715
"66",3089,1764
"67",3143,1771
"68",3166,1737
"69",3100,1745
"70",3141,1740
"71",3160,1837
"72",3082,1719
"73",3064,1803
"74",3079,1750
"75",3129,1762
"76",3029,1710
"77",3077,1685
"78",3158,1772
"79",3084,1689
"80",3085,1684
"81",3095,1727
"82",3014,1669
"83",3128,1753
"84",3109,1714
"85",3144,1747
"86",3115,1742
"87",3153,1759
"88",3189,1774
"89",3108,1798
"90",3169,1743
"91",3083,1723
"92",3150,1720
"93",3074,1650
"94",3048,1699
"95",3122,1749
"96",3103,1688
"97",3186,1765
"98",3131,1721
"99",3061,1681
"100",3182,1773
