"","count","binding_clonal"
"1",254,169
"2",269,173
"3",285,194
"4",267,168
"5",279,184
"6",280,184
"7",276,189
"8",273,182
"9",263,162
"10",282,194
"11",252,171
"12",256,177
"13",256,169
"14",276,173
"15",276,180
"16",262,169
"17",266,162
"18",286,182
"19",256,177
"20",272,169
"21",275,175
"22",283,186
"23",281,171
"24",249,172
"25",275,173
"26",284,195
"27",271,172
"28",262,164
"29",276,171
"30",272,175
"31",271,180
"32",256,150
"33",277,194
"34",252,166
"35",271,180
"36",262,164
"37",290,183
"38",277,182
"39",258,172
"40",280,185
"41",272,185
"42",261,175
"43",272,186
"44",254,166
"45",276,179
"46",246,139
"47",274,179
"48",292,191
"49",272,171
"50",283,187
"51",275,166
"52",269,169
"53",258,175
"54",269,164
"55",257,175
"56",272,168
"57",265,177
"58",261,164
"59",280,184
"60",285,186
"61",256,147
"62",288,181
"63",273,173
"64",271,188
"65",260,158
"66",260,170
"67",291,184
"68",288,195
"69",272,159
"70",264,171
"71",286,204
"72",269,166
"73",247,155
"74",265,166
"75",275,178
"76",255,150
"77",268,177
"78",281,189
"79",267,178
"80",273,174
"81",277,177
"82",270,179
"83",289,176
"84",283,183
"85",285,191
"86",274,164
"87",275,170
"88",270,180
"89",291,185
"90",306,205
"91",276,186
"92",305,194
"93",265,171
"94",264,171
"95",271,178
"96",281,168
"97",264,166
"98",268,156
"99",272,172
"100",268,152
