"","count","binding_clonal"
"1",1087,510
"2",1108,511
"3",1120,518
"4",1098,515
"5",1096,524
"6",1109,534
"7",1077,514
"8",1078,526
"9",1087,511
"10",1145,569
"11",1080,529
"12",1078,527
"13",1091,497
"14",1091,568
"15",1094,544
"16",1078,474
"17",1090,504
"18",1092,531
"19",1095,492
"20",1043,525
"21",1074,537
"22",1079,491
"23",1078,512
"24",1090,535
"25",1060,502
"26",1071,485
"27",1082,515
"28",1094,511
"29",1080,508
"30",1138,554
"31",1130,560
"32",1137,558
"33",1074,508
"34",1125,501
"35",1063,483
"36",1089,518
"37",1118,524
"38",1066,522
"39",1095,517
"40",1110,534
"41",1131,568
"42",1125,552
"43",1099,549
"44",1090,510
"45",1091,540
"46",1075,529
"47",1109,514
"48",1099,519
"49",1082,504
"50",1096,505
"51",1091,538
"52",1104,495
"53",1090,505
"54",1113,514
"55",1133,539
"56",1076,513
"57",1107,554
"58",1102,549
"59",1076,516
"60",1132,542
"61",1104,525
"62",1050,499
"63",1084,536
"64",1097,504
"65",1087,540
"66",1124,537
"67",1067,509
"68",1103,524
"69",1094,530
"70",1135,546
"71",1068,550
"72",1125,542
"73",1111,527
"74",1110,525
"75",1078,479
"76",1101,572
"77",1107,507
"78",1062,544
"79",1136,532
"80",1093,530
"81",1093,505
"82",1077,501
"83",1065,497
"84",1106,534
"85",1098,509
"86",1132,532
"87",1071,507
"88",1084,502
"89",1097,507
"90",1108,545
"91",1067,512
"92",1102,519
"93",1133,510
"94",1079,483
"95",1127,488
"96",1086,537
"97",1106,524
"98",1060,526
"99",1095,500
"100",1124,496
