"","count","binding_clonal"
"1",1797,779
"2",1824,817
"3",1841,818
"4",1854,830
"5",1806,787
"6",1825,852
"7",1899,849
"8",1790,788
"9",1804,826
"10",1844,809
"11",1800,819
"12",1829,801
"13",1875,811
"14",1808,791
"15",1816,764
"16",1832,803
"17",1859,840
"18",1820,765
"19",1842,792
"20",1809,801
"21",1824,821
"22",1844,881
"23",1863,792
"24",1799,827
"25",1807,808
"26",1829,833
"27",1852,806
"28",1831,816
"29",1800,845
"30",1868,795
"31",1826,836
"32",1826,779
"33",1795,738
"34",1814,829
"35",1764,790
"36",1829,837
"37",1801,787
"38",1853,832
"39",1863,867
"40",1814,836
"41",1843,853
"42",1873,836
"43",1816,795
"44",1834,848
"45",1838,812
"46",1883,866
"47",1830,812
"48",1812,812
"49",1916,919
"50",1838,813
"51",1841,814
"52",1814,761
"53",1832,840
"54",1871,831
"55",1829,808
"56",1882,867
"57",1836,805
"58",1834,805
"59",1888,845
"60",1823,803
"61",1785,782
"62",1840,834
"63",1782,861
"64",1846,817
"65",1864,830
"66",1835,810
"67",1841,800
"68",1783,829
"69",1855,827
"70",1848,803
"71",1859,822
"72",1878,847
"73",1787,824
"74",1875,877
"75",1815,804
"76",1845,814
"77",1795,801
"78",1850,815
"79",1810,815
"80",1847,850
"81",1825,826
"82",1825,828
"83",1829,843
"84",1822,802
"85",1817,839
"86",1915,877
"87",1842,852
"88",1803,817
"89",1837,830
"90",1831,794
"91",1789,815
"92",1834,843
"93",1814,852
"94",1812,820
"95",1809,778
"96",1811,831
"97",1842,868
"98",1807,784
"99",1844,884
"100",1855,798
