"","count","binding_clonal"
"1",1041,340
"2",1087,333
"3",1047,360
"4",1057,367
"5",1099,385
"6",1081,347
"7",1058,363
"8",1062,324
"9",1065,346
"10",1037,325
"11",1074,362
"12",1098,357
"13",1091,348
"14",1084,330
"15",1036,312
"16",1083,378
"17",1076,343
"18",1056,345
"19",1051,365
"20",1056,354
"21",1017,328
"22",1064,346
"23",1050,350
"24",1045,332
"25",1068,326
"26",1070,352
"27",1088,345
"28",1062,314
"29",1074,364
"30",1093,385
"31",1067,347
"32",1105,371
"33",1089,335
"34",1091,343
"35",1067,374
"36",1080,340
"37",1080,353
"38",1046,364
"39",1095,360
"40",1049,325
"41",1092,357
"42",1063,333
"43",1072,376
"44",1045,371
"45",1100,343
"46",1051,387
"47",1052,340
"48",1103,395
"49",994,341
"50",1042,343
"51",1088,352
"52",1105,346
"53",1048,339
"54",1051,355
"55",1100,319
"56",1093,358
"57",1079,345
"58",1061,338
"59",1055,349
"60",1079,345
"61",1075,342
"62",1045,326
"63",1092,366
"64",1018,343
"65",1082,347
"66",1060,346
"67",1044,325
"68",1022,351
"69",1084,356
"70",1037,313
"71",1096,362
"72",1077,351
"73",1077,354
"74",1026,324
"75",1070,323
"76",1074,356
"77",1067,340
"78",1084,351
"79",1094,353
"80",1045,318
"81",1030,327
"82",1040,327
"83",1031,359
"84",1031,352
"85",1071,392
"86",1071,383
"87",1121,384
"88",1039,343
"89",1062,353
"90",1075,371
"91",1084,363
"92",1071,360
"93",1055,326
"94",1062,373
"95",1071,361
"96",1051,325
"97",1066,343
"98",1026,337
"99",1039,323
"100",1061,363
