"","count","binding_clonal"
"1",1441,1083
"2",1465,1086
"3",1450,1087
"4",1462,1096
"5",1453,1132
"6",1493,1131
"7",1479,1124
"8",1463,1085
"9",1477,1104
"10",1461,1078
"11",1446,1097
"12",1491,1143
"13",1462,1074
"14",1466,1128
"15",1444,1098
"16",1439,1098
"17",1521,1166
"18",1482,1120
"19",1408,1080
"20",1439,1104
"21",1458,1098
"22",1406,1068
"23",1468,1140
"24",1497,1139
"25",1414,1064
"26",1448,1096
"27",1493,1154
"28",1463,1114
"29",1536,1143
"30",1521,1161
"31",1484,1137
"32",1443,1084
"33",1451,1067
"34",1459,1077
"35",1480,1110
"36",1458,1131
"37",1491,1135
"38",1438,1105
"39",1515,1143
"40",1474,1103
"41",1513,1146
"42",1461,1122
"43",1543,1176
"44",1490,1167
"45",1493,1129
"46",1476,1104
"47",1427,1053
"48",1442,1079
"49",1462,1131
"50",1475,1119
"51",1420,1070
"52",1525,1178
"53",1469,1084
"54",1505,1146
"55",1447,1099
"56",1462,1118
"57",1457,1107
"58",1453,1095
"59",1495,1111
"60",1422,1070
"61",1496,1123
"62",1481,1140
"63",1507,1132
"64",1477,1124
"65",1454,1101
"66",1453,1079
"67",1481,1118
"68",1507,1126
"69",1471,1106
"70",1514,1156
"71",1456,1104
"72",1491,1148
"73",1453,1141
"74",1490,1124
"75",1508,1139
"76",1540,1190
"77",1513,1143
"78",1507,1138
"79",1485,1083
"80",1527,1164
"81",1494,1169
"82",1431,1063
"83",1497,1141
"84",1477,1124
"85",1505,1133
"86",1474,1093
"87",1442,1090
"88",1493,1121
"89",1533,1156
"90",1485,1104
"91",1456,1128
"92",1502,1139
"93",1490,1098
"94",1421,1072
"95",1441,1086
"96",1492,1110
"97",1484,1114
"98",1451,1099
"99",1501,1115
"100",1510,1132
