"","count","binding_clonal"
"1",2192,1277
"2",2169,1214
"3",2171,1276
"4",2112,1174
"5",2173,1319
"6",2173,1248
"7",2126,1240
"8",2173,1224
"9",2195,1245
"10",2153,1256
"11",2166,1227
"12",2206,1299
"13",2213,1308
"14",2143,1237
"15",2111,1249
"16",2145,1220
"17",2189,1278
"18",2170,1248
"19",2170,1241
"20",2234,1287
"21",2190,1249
"22",2176,1265
"23",2174,1315
"24",2188,1271
"25",2133,1251
"26",2262,1319
"27",2175,1286
"28",2199,1285
"29",2208,1266
"30",2108,1265
"31",2152,1246
"32",2149,1220
"33",2195,1297
"34",2172,1228
"35",2150,1251
"36",2118,1218
"37",2182,1237
"38",2232,1274
"39",2135,1210
"40",2170,1233
"41",2200,1244
"42",2176,1271
"43",2212,1293
"44",2174,1214
"45",2149,1222
"46",2162,1246
"47",2182,1228
"48",2127,1199
"49",2174,1204
"50",2231,1307
"51",2144,1206
"52",2172,1264
"53",2193,1250
"54",2209,1278
"55",2158,1273
"56",2096,1237
"57",2169,1227
"58",2109,1210
"59",2193,1261
"60",2170,1262
"61",2158,1229
"62",2165,1226
"63",2260,1329
"64",2219,1306
"65",2161,1264
"66",2147,1228
"67",2219,1296
"68",2183,1311
"69",2104,1200
"70",2193,1289
"71",2164,1252
"72",2126,1230
"73",2197,1282
"74",2137,1272
"75",2140,1260
"76",2173,1245
"77",2205,1291
"78",2195,1246
"79",2139,1222
"80",2135,1208
"81",2151,1203
"82",2162,1308
"83",2183,1260
"84",2157,1251
"85",2194,1308
"86",2163,1286
"87",2177,1293
"88",2135,1270
"89",2129,1208
"90",2221,1300
"91",2217,1285
"92",2144,1234
"93",2266,1317
"94",2181,1254
"95",2195,1306
"96",2183,1262
"97",2143,1265
"98",2112,1243
"99",2209,1282
"100",2269,1310
