"","count","binding_clonal"
"1",743,224
"2",749,218
"3",768,246
"4",730,205
"5",730,231
"6",754,224
"7",742,222
"8",749,199
"9",750,218
"10",765,220
"11",693,203
"12",722,233
"13",715,223
"14",754,216
"15",737,213
"16",716,231
"17",748,193
"18",736,215
"19",723,212
"20",713,229
"21",751,232
"22",709,200
"23",743,180
"24",717,205
"25",747,194
"26",752,183
"27",749,217
"28",745,239
"29",737,212
"30",760,214
"31",739,185
"32",731,180
"33",741,253
"34",724,193
"35",757,205
"36",743,209
"37",729,197
"38",745,225
"39",738,213
"40",737,235
"41",771,236
"42",745,200
"43",736,216
"44",741,214
"45",726,196
"46",741,190
"47",744,221
"48",770,216
"49",729,200
"50",712,195
"51",743,196
"52",741,205
"53",728,201
"54",759,234
"55",763,222
"56",754,227
"57",729,208
"58",741,217
"59",754,227
"60",709,210
"61",724,210
"62",737,221
"63",722,201
"64",802,252
"65",730,201
"66",771,214
"67",751,207
"68",722,221
"69",721,220
"70",731,202
"71",743,252
"72",728,208
"73",713,168
"74",722,218
"75",771,215
"76",713,198
"77",707,187
"78",734,213
"79",718,225
"80",745,220
"81",733,192
"82",780,235
"83",730,201
"84",747,217
"85",703,207
"86",718,221
"87",740,205
"88",725,203
"89",740,224
"90",747,218
"91",736,199
"92",754,236
"93",741,205
"94",769,224
"95",756,251
"96",744,215
"97",751,231
"98",750,223
"99",737,226
"100",752,207
