"","count","binding_clonal"
"1",659,252
"2",650,268
"3",606,227
"4",642,275
"5",652,316
"6",625,262
"7",649,244
"8",627,264
"9",637,272
"10",660,278
"11",645,270
"12",659,275
"13",661,302
"14",617,223
"15",637,264
"16",630,275
"17",642,262
"18",631,269
"19",652,272
"20",614,268
"21",637,275
"22",630,283
"23",623,248
"24",650,275
"25",635,257
"26",643,263
"27",667,276
"28",599,242
"29",620,263
"30",643,277
"31",638,242
"32",656,262
"33",643,276
"34",659,264
"35",665,286
"36",634,265
"37",632,252
"38",616,270
"39",639,265
"40",636,266
"41",632,272
"42",653,256
"43",653,242
"44",625,281
"45",616,253
"46",614,260
"47",654,290
"48",607,254
"49",633,256
"50",602,245
"51",643,274
"52",639,259
"53",665,285
"54",673,278
"55",675,284
"56",674,299
"57",646,289
"58",635,260
"59",624,282
"60",638,299
"61",626,282
"62",679,263
"63",643,277
"64",649,285
"65",640,267
"66",628,284
"67",632,266
"68",678,305
"69",634,262
"70",623,285
"71",645,281
"72",585,237
"73",645,264
"74",662,301
"75",642,251
"76",686,305
"77",649,281
"78",638,276
"79",619,269
"80",661,301
"81",654,289
"82",643,282
"83",667,265
"84",627,291
"85",655,258
"86",654,264
"87",587,245
"88",659,311
"89",640,256
"90",641,284
"91",649,281
"92",618,254
"93",634,293
"94",645,254
"95",611,225
"96",659,267
"97",625,267
"98",648,259
"99",615,278
"100",631,268
