"","count","binding_clonal"
"1",1262,853
"2",1347,890
"3",1326,918
"4",1318,889
"5",1327,892
"6",1397,1011
"7",1332,895
"8",1276,863
"9",1320,903
"10",1292,932
"11",1282,840
"12",1328,920
"13",1299,909
"14",1349,919
"15",1324,884
"16",1306,901
"17",1344,931
"18",1292,926
"19",1335,916
"20",1285,882
"21",1319,878
"22",1294,889
"23",1260,874
"24",1251,872
"25",1285,902
"26",1368,932
"27",1323,915
"28",1282,868
"29",1365,946
"30",1346,934
"31",1275,888
"32",1276,882
"33",1290,915
"34",1291,886
"35",1323,923
"36",1320,930
"37",1350,926
"38",1341,936
"39",1250,849
"40",1315,884
"41",1292,886
"42",1296,871
"43",1250,857
"44",1301,903
"45",1286,859
"46",1302,903
"47",1330,883
"48",1285,860
"49",1268,861
"50",1282,883
"51",1300,898
"52",1341,926
"53",1317,918
"54",1279,879
"55",1310,898
"56",1359,898
"57",1316,927
"58",1372,928
"59",1340,938
"60",1314,903
"61",1329,907
"62",1331,909
"63",1290,900
"64",1295,877
"65",1297,892
"66",1371,987
"67",1322,902
"68",1291,889
"69",1331,944
"70",1256,861
"71",1282,883
"72",1362,964
"73",1303,890
"74",1288,872
"75",1297,889
"76",1369,942
"77",1321,909
"78",1354,945
"79",1285,885
"80",1326,908
"81",1307,890
"82",1286,877
"83",1255,842
"84",1331,910
"85",1286,880
"86",1311,919
"87",1334,909
"88",1283,876
"89",1318,906
"90",1346,932
"91",1311,848
"92",1311,899
"93",1283,861
"94",1287,876
"95",1350,920
"96",1368,989
"97",1360,947
"98",1362,953
"99",1341,907
"100",1350,969
