"","growth....summary.which.summary.Var1.....Mean.....summary.Var2....","ratio....summary.which.summary.Var1.....Mean.....summary.Var2....","pur....summary.which.summary.Var1.....Mean.....summary.Var2...."
"1",1.02015873015873,0.86015873015873,0.419365079365079
