"","growth....summary.which.summary.Var1.....Mean.....summary.Var2....","ratio....summary.which.summary.Var1.....Mean.....summary.Var2....","pur....summary.which.summary.Var1.....Mean.....summary.Var2...."
"1",1.14793650793651,0.382857142857143,0.402063492063492
