s_072.T2b_B2_RNA_count	0.6539381648370838
s_073.T2a_B2_RNA_count	0.7179292709138205
s_085.T2a_B2_RNA_count	0.4749739898574295
s_093.T2a_B2_RNA_count	0.5816039547127452
s_097.T2a_B2_RNA_count	0.6485955481087288
s_101.T2a_B2_RNA_count	0.6700433476513842
s_109.T2a_B2_RNA_count	0.6368068962708451
s_151.T2a_B2_RNA_count	0.6258387155489766
s_153.T2a_B2_RNA_count	0.6060075259683017
s_155.T2a_B2_RNA_count	0.7065349834034724
s_157.T2a_2_B2_RNA_count	0.6025916058558527
s_159.T2a_B2_RNA_count	0.5769776321617488
s_163.T2a_B2_RNA_count	0.6615725819301373
s_165.T2a_B2_RNA_count	0.6475050407549876
s_167.T2a_B2_RNA_count	0.5159799959569125
s_169.T2a_B2_RNA_count	0.5533634762077169
s_171.T2a_B2_RNA_count	0.5405966030666757
s_200.T2b_B2_RNA_count	0.7346886989935594
s_201.T2b_B2_RNA_count	0.7245735520549969
s_203.T2b_B2_RNA_count	0.6135615253034203
s_205.T2b_B2_RNA_count	0.5992924122996995
s_CSCC_10T_RNA_count	0.6817987052433873
s_CSCC_12_RNA_count	0.4882196143487752
s_CSCC_14_RNA_count	0.6625480292370503
s_CSCC_16_RNA_count	0.5875916199393078
s_CSCC_18_RNA_count	0.6278221626405465
s_CSCC_23_RNA_count	0.6570170108395047
s_CSCC_27_RNA_count	0.6462721852058815
s_CSCC_29_RNA_count	0.7293455840814231
s_CSCC_302_T2a_B4_RNA_count	0.5830370806790758
s_CSCC_304_T2b_B4_RNA_count	0.7207862392897757
s_CSCC_306_T2a_B4_RNA_count	0.6418869399230637
s_CSCC_308_T2b_B4_RNA_count	0.7437711182976767
s_CSCC_310_T2a_B4_RNA_count	0.7440648240178129
s_CSCC_316_T2b_B4_RNA_count	0.7760009330384537
s_CSCC_320_T2a_B4_RNA_count	0.6544629109822708
s_CSCC_322_T2b_B4_RNA_count	0.6839937317930764
s_CSCC_326_T3_B4_RNA_count	0.6884866708842275
s_CSCC_331_T1.T_B4_RNA_count	0.653485840259714
s_CSCC_335_T2a_B4_RNA_count	0.5629205054359941
s_CSCC_338_T2b_B4_RNA_count	0.7717167038883851
s_CSCC_349_T3_B4_RNA_count	0.7135465304757651
s_CSCC_359_T2a_B4_RNA_count	0.7642812486392347
s_CSCC_363_T2a_B4_RNA_count	0.5870890448031031
s_CSCC_373_T2b_B4_RNA_count	0.5959035471949188
s_CSCC_39T_RNA_count	0.6586236570404657
s_CSCC_42T_RNA_count	0.7676937894096272
s_CSCC_48_RNA_count	0.6452781557663234
s_CSCC_4_RNA_count	0.6364864987750751
s_CSCC_52_RNA_count	0.5554497734497817
s_CSCC_6_RNA_count	0.7069734679672542
s_CSCC_7_RNA_count	0.6392419910604917
s_CSCC_8_RNA_count	0.670141335807799
