"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",4,454,1,198
"2",2,465,1,215
"3",0,486,0,200
"4",0,471,0,198
"5",0,458,0,228
"6",0,452,0,218
"7",0,469,0,193
"8",0,492,0,222
"9",0,455,0,189
"10",1,453,1,196
"11",2,495,1,221
"12",1,487,1,219
"13",0,485,0,221
"14",1,480,1,216
"15",3,473,2,227
"16",1,508,1,246
"17",3,462,1,207
"18",1,474,1,187
"19",1,468,1,202
"20",1,491,1,233
"21",2,467,1,183
"22",0,465,0,196
"23",0,474,0,195
"24",1,471,0,210
"25",0,443,0,184
"26",0,453,0,206
"27",2,484,0,234
"28",0,466,0,195
"29",0,474,0,200
"30",1,479,0,209
"31",1,456,1,195
"32",1,456,1,199
"33",0,492,0,218
"34",1,482,0,208
"35",1,452,1,166
"36",2,483,2,227
"37",1,478,0,195
"38",1,464,0,201
"39",0,485,0,215
"40",1,446,0,196
"41",3,488,1,231
"42",0,478,0,224
"43",0,449,0,184
"44",1,467,0,206
"45",2,490,1,195
"46",1,487,0,232
"47",2,483,2,207
"48",1,476,0,186
"49",4,452,3,175
"50",1,471,0,189
"51",2,469,1,207
"52",3,459,2,203
"53",1,487,0,232
"54",1,492,0,197
"55",4,474,1,220
"56",0,458,0,201
"57",1,461,1,209
"58",3,469,0,199
"59",2,471,2,207
"60",1,477,0,221
"61",4,499,1,207
"62",3,464,3,216
"63",1,486,0,200
"64",1,479,1,201
"65",1,484,1,223
"66",2,462,0,201
"67",4,465,3,217
"68",1,480,1,210
"69",2,503,0,217
"70",1,483,1,229
"71",0,483,0,197
"72",2,460,0,191
"73",1,474,0,185
"74",0,477,0,213
"75",0,488,0,215
"76",1,453,0,221
"77",1,483,1,216
"78",1,468,0,199
"79",4,496,1,232
"80",1,485,0,211
"81",1,478,1,218
"82",0,471,0,204
"83",1,479,0,204
"84",3,485,1,206
"85",0,475,0,193
"86",1,472,0,213
"87",0,481,0,204
"88",3,473,0,229
"89",1,478,0,226
"90",2,488,2,229
"91",0,460,0,210
"92",0,472,0,178
"93",1,463,0,217
"94",2,471,2,201
"95",1,484,0,211
"96",1,463,0,201
"97",2,460,1,198
"98",2,456,1,192
"99",1,475,1,215
"100",0,451,0,199
