"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",8,3184,5,1512
"2",10,3035,4,1455
"3",10,3111,5,1466
"4",7,3123,2,1499
"5",10,3094,3,1494
"6",5,3089,1,1459
"7",6,3055,4,1487
"8",6,3072,4,1434
"9",6,3039,3,1483
"10",5,3123,2,1487
"11",3,3109,2,1496
"12",9,3094,2,1474
"13",6,3014,3,1447
"14",8,3095,4,1435
"15",4,3082,2,1482
"16",4,3075,2,1468
"17",14,3087,9,1439
"18",10,3140,6,1516
"19",14,3077,10,1413
"20",9,3119,3,1442
"21",11,3077,7,1431
"22",11,3142,5,1433
"23",6,3073,2,1423
"24",2,3029,1,1393
"25",10,3025,4,1431
"26",9,3099,7,1477
"27",9,3067,3,1454
"28",8,3048,1,1434
"29",7,3101,5,1464
"30",7,3125,4,1476
"31",11,3064,7,1437
"32",6,3125,3,1446
"33",7,3116,5,1480
"34",8,3117,6,1427
"35",11,3052,7,1428
"36",9,3062,4,1501
"37",6,3108,3,1486
"38",8,3099,2,1478
"39",10,3124,4,1471
"40",4,3050,2,1434
"41",10,3106,5,1507
"42",9,3092,5,1505
"43",12,3133,5,1441
"44",8,3085,4,1465
"45",6,3072,3,1464
"46",6,3136,3,1529
"47",5,3144,2,1503
"48",4,3086,3,1443
"49",8,3100,5,1461
"50",10,3111,5,1541
"51",9,3128,7,1468
"52",13,3079,5,1498
"53",8,3163,3,1529
"54",7,3159,6,1519
"55",4,3095,2,1400
"56",4,3140,3,1453
"57",7,3092,5,1417
"58",5,3028,4,1431
"59",9,3074,4,1454
"60",9,3071,5,1480
"61",7,3124,2,1537
"62",9,3110,6,1447
"63",5,3087,2,1497
"64",9,3085,5,1468
"65",8,3094,5,1455
"66",11,3064,4,1461
"67",8,3112,3,1471
"68",5,3090,0,1447
"69",8,3138,4,1504
"70",8,3069,5,1508
"71",9,3158,6,1446
"72",9,3078,3,1410
"73",5,3079,3,1456
"74",2,3070,1,1409
"75",9,3086,3,1499
"76",7,3115,4,1496
"77",6,3086,3,1470
"78",9,3075,2,1461
"79",6,3084,3,1461
"80",6,3169,3,1487
"81",4,3059,1,1449
"82",9,3165,4,1507
"83",10,3032,6,1453
"84",6,3104,4,1488
"85",11,3123,5,1547
"86",6,3094,4,1469
"87",6,3077,5,1450
"88",10,3092,4,1408
"89",6,3046,5,1429
"90",6,3106,3,1452
"91",12,3125,4,1444
"92",9,3088,6,1483
"93",10,3115,6,1427
"94",9,3108,5,1439
"95",7,3048,2,1442
"96",7,3086,4,1481
"97",10,3122,6,1431
"98",8,3111,4,1491
"99",6,3148,4,1504
"100",7,3109,5,1426
