"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",0,323,0,176
"2",0,333,0,190
"3",0,325,0,172
"4",1,334,0,174
"5",0,338,0,183
"6",0,339,0,165
"7",1,328,1,167
"8",0,327,0,185
"9",1,331,1,168
"10",0,325,0,160
"11",0,320,0,160
"12",0,321,0,150
"13",0,339,0,187
"14",1,330,0,183
"15",0,342,0,175
"16",1,344,1,181
"17",0,329,0,160
"18",0,305,0,148
"19",0,305,0,134
"20",0,313,0,169
"21",0,327,0,167
"22",0,336,0,188
"23",1,327,0,183
"24",0,344,0,186
"25",0,324,0,178
"26",0,327,0,180
"27",0,308,0,168
"28",0,317,0,170
"29",0,329,0,181
"30",1,348,0,183
"31",0,320,0,160
"32",0,319,0,170
"33",0,330,0,196
"34",0,319,0,162
"35",0,374,0,190
"36",0,333,0,177
"37",0,336,0,163
"38",1,325,1,157
"39",0,367,0,215
"40",1,342,0,187
"41",0,350,0,174
"42",0,325,0,177
"43",0,332,0,187
"44",0,323,0,156
"45",1,342,0,186
"46",1,332,1,176
"47",0,301,0,166
"48",0,320,0,168
"49",0,323,0,166
"50",2,322,0,157
"51",1,305,0,164
"52",3,331,3,168
"53",0,335,0,183
"54",0,324,0,165
"55",0,350,0,199
"56",0,327,0,183
"57",0,339,0,198
"58",0,339,0,175
"59",1,337,0,174
"60",1,344,0,181
"61",1,335,1,177
"62",0,333,0,187
"63",0,330,0,160
"64",0,327,0,193
"65",0,350,0,181
"66",0,328,0,171
"67",0,333,0,171
"68",0,341,0,176
"69",1,317,1,170
"70",0,326,0,160
"71",0,319,0,161
"72",0,350,0,173
"73",0,325,0,178
"74",0,350,0,197
"75",1,345,0,185
"76",1,337,1,150
"77",0,286,0,140
"78",0,352,0,177
"79",0,338,0,159
"80",0,335,0,184
"81",1,354,0,188
"82",0,334,0,181
"83",1,318,1,157
"84",0,332,0,175
"85",0,330,0,161
"86",1,340,0,175
"87",0,323,0,171
"88",0,340,0,157
"89",0,331,0,166
"90",0,330,0,194
"91",0,347,0,169
"92",0,322,0,183
"93",0,340,0,192
"94",0,324,0,175
"95",0,315,0,162
"96",0,344,0,170
"97",1,324,1,174
"98",0,334,0,188
"99",0,315,0,148
"100",1,353,0,166
