"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",5,4578,2,1612
"2",7,4574,2,1624
"3",2,4618,1,1593
"4",7,4563,1,1588
"5",5,4678,2,1605
"6",7,4496,4,1604
"7",9,4607,4,1652
"8",7,4606,2,1712
"9",5,4469,1,1580
"10",4,4556,2,1591
"11",4,4467,0,1626
"12",7,4634,3,1610
"13",7,4589,4,1649
"14",6,4638,2,1617
"15",8,4550,3,1601
"16",9,4576,3,1553
"17",4,4622,0,1614
"18",4,4620,0,1662
"19",5,4556,3,1631
"20",8,4626,4,1633
"21",13,4530,7,1581
"22",7,4543,1,1594
"23",7,4503,2,1591
"24",5,4575,1,1685
"25",10,4556,2,1649
"26",9,4601,3,1585
"27",9,4552,7,1628
"28",5,4468,0,1570
"29",7,4648,3,1634
"30",11,4533,4,1626
"31",10,4535,1,1605
"32",5,4614,3,1618
"33",12,4645,6,1604
"34",13,4572,6,1650
"35",6,4497,2,1611
"36",7,4535,2,1627
"37",5,4526,3,1579
"38",6,4586,3,1608
"39",5,4589,3,1578
"40",9,4587,2,1696
"41",5,4546,1,1595
"42",6,4557,2,1597
"43",8,4590,2,1539
"44",3,4534,0,1609
"45",4,4457,1,1581
"46",6,4572,1,1643
"47",5,4605,2,1578
"48",3,4585,2,1696
"49",7,4495,2,1531
"50",9,4639,6,1633
"51",2,4516,1,1595
"52",12,4595,4,1588
"53",11,4490,2,1555
"54",8,4645,2,1634
"55",5,4521,2,1616
"56",5,4536,3,1567
"57",12,4559,3,1562
"58",11,4591,5,1711
"59",8,4476,2,1610
"60",7,4583,4,1617
"61",10,4573,2,1566
"62",3,4534,2,1526
"63",3,4578,2,1650
"64",8,4575,3,1640
"65",4,4536,0,1584
"66",7,4633,4,1595
"67",5,4566,3,1586
"68",5,4652,0,1688
"69",11,4587,5,1625
"70",7,4523,1,1538
"71",8,4566,4,1599
"72",8,4506,3,1591
"73",9,4645,3,1599
"74",8,4509,5,1613
"75",6,4559,3,1641
"76",9,4563,2,1619
"77",10,4571,4,1642
"78",3,4543,2,1594
"79",6,4503,3,1638
"80",7,4592,2,1640
"81",7,4534,6,1539
"82",13,4534,2,1625
"83",4,4599,1,1621
"84",6,4629,1,1629
"85",5,4642,2,1628
"86",6,4594,3,1595
"87",6,4513,2,1594
"88",7,4538,2,1626
"89",10,4605,1,1614
"90",5,4638,1,1591
"91",8,4480,4,1587
"92",8,4592,4,1611
"93",5,4574,2,1625
"94",10,4561,4,1608
"95",8,4600,5,1724
"96",4,4568,3,1651
"97",3,4560,1,1615
"98",11,4562,3,1475
"99",6,4461,1,1590
"100",6,4612,2,1621
