"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",17,925,5,319
"2",19,931,8,322
"3",22,931,9,311
"4",21,931,4,357
"5",26,952,10,356
"6",26,905,10,307
"7",29,924,10,311
"8",22,955,2,304
"9",16,892,8,282
"10",23,925,7,308
"11",23,933,9,291
"12",13,934,3,312
"13",26,937,7,309
"14",23,927,10,321
"15",21,952,6,316
"16",16,946,5,320
"17",31,949,7,323
"18",32,936,18,311
"19",23,941,7,336
"20",19,929,9,328
"21",25,922,9,329
"22",24,961,5,303
"23",26,918,8,310
"24",22,952,8,336
"25",23,919,4,325
"26",26,894,11,304
"27",25,908,6,304
"28",24,992,11,319
"29",20,931,5,290
"30",22,960,7,342
"31",21,939,7,346
"32",26,905,11,274
"33",22,912,10,318
"34",21,920,7,289
"35",22,906,8,295
"36",22,939,7,312
"37",25,908,9,289
"38",22,939,11,307
"39",21,897,8,294
"40",21,917,4,303
"41",24,939,11,329
"42",29,922,9,316
"43",31,918,9,302
"44",32,948,12,302
"45",19,926,6,348
"46",17,977,7,313
"47",32,952,11,295
"48",21,940,10,303
"49",26,940,12,281
"50",15,941,4,314
"51",25,906,6,319
"52",18,914,5,299
"53",25,963,5,333
"54",23,929,8,312
"55",18,943,7,322
"56",20,951,7,347
"57",24,936,7,326
"58",16,976,4,326
"59",17,960,8,346
"60",17,938,6,341
"61",19,939,6,314
"62",15,950,5,333
"63",28,917,6,333
"64",16,920,6,328
"65",26,895,10,283
"66",29,950,8,333
"67",25,923,9,314
"68",29,920,13,302
"69",22,905,8,309
"70",31,928,11,330
"71",17,974,8,347
"72",17,891,4,277
"73",23,895,10,286
"74",19,965,4,346
"75",27,968,10,309
"76",26,943,11,324
"77",33,939,13,317
"78",26,935,8,312
"79",26,929,8,301
"80",22,938,4,306
"81",20,935,6,300
"82",14,938,5,309
"83",21,910,5,315
"84",29,901,12,316
"85",16,963,10,311
"86",21,915,10,315
"87",29,916,10,309
"88",26,945,6,308
"89",17,891,5,286
"90",22,950,6,330
"91",23,920,9,302
"92",15,947,6,340
"93",23,891,11,304
"94",30,930,10,325
"95",25,926,8,300
"96",17,917,3,291
"97",28,922,10,317
"98",33,956,14,344
"99",29,921,14,302
"100",22,956,7,336
