"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",1,326,0,176
"2",0,326,0,174
"3",0,349,0,176
"4",0,327,0,188
"5",0,341,0,195
"6",3,344,2,178
"7",1,342,1,182
"8",2,352,1,177
"9",1,331,1,165
"10",0,352,0,188
"11",0,334,0,173
"12",1,338,1,178
"13",1,320,1,164
"14",0,359,0,194
"15",0,329,0,180
"16",1,356,0,200
"17",0,341,0,173
"18",0,350,0,186
"19",1,346,0,177
"20",0,322,0,180
"21",0,314,0,158
"22",0,349,0,206
"23",1,351,0,179
"24",1,330,1,180
"25",1,340,0,182
"26",1,347,1,192
"27",1,352,1,198
"28",2,347,0,184
"29",0,312,0,163
"30",0,334,0,181
"31",1,320,1,181
"32",1,372,0,200
"33",1,341,1,193
"34",2,346,1,192
"35",0,354,0,197
"36",0,333,0,192
"37",1,315,1,174
"38",2,328,0,180
"39",1,343,1,193
"40",0,327,0,172
"41",0,339,0,167
"42",1,363,0,202
"43",1,336,0,174
"44",1,340,1,168
"45",0,352,0,184
"46",0,360,0,187
"47",0,337,0,192
"48",0,316,0,175
"49",0,343,0,189
"50",0,327,0,172
"51",0,322,0,164
"52",0,338,0,176
"53",3,347,0,188
"54",1,355,0,172
"55",0,355,0,191
"56",0,333,0,154
"57",1,367,1,206
"58",0,362,0,186
"59",0,344,0,198
"60",1,336,0,184
"61",0,331,0,178
"62",1,355,0,179
"63",0,339,0,183
"64",2,337,2,171
"65",0,344,0,191
"66",1,354,1,205
"67",0,319,0,177
"68",0,338,0,191
"69",0,350,0,184
"70",0,352,0,205
"71",0,343,0,170
"72",1,329,0,159
"73",1,330,1,168
"74",0,337,0,179
"75",0,341,0,178
"76",0,324,0,174
"77",0,312,0,160
"78",1,340,0,173
"79",0,357,0,189
"80",0,340,0,178
"81",0,335,0,172
"82",1,351,1,204
"83",0,343,0,183
"84",1,332,0,176
"85",0,328,0,174
"86",1,335,0,181
"87",1,341,0,193
"88",1,336,0,181
"89",0,338,0,189
"90",0,344,0,163
"91",3,343,2,174
"92",0,335,0,170
"93",1,340,1,187
"94",0,351,0,210
"95",0,353,0,182
"96",1,345,0,200
"97",2,320,1,162
"98",0,354,0,197
"99",0,353,0,192
"100",2,332,0,181
