"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",0,1713,0,858
"2",5,1799,2,838
"3",3,1817,2,910
"4",1,1763,0,918
"5",4,1759,3,879
"6",2,1807,1,846
"7",3,1758,0,867
"8",2,1746,1,895
"9",1,1759,1,854
"10",3,1794,3,891
"11",1,1765,1,892
"12",5,1793,2,835
"13",0,1779,0,902
"14",1,1756,0,934
"15",1,1819,0,921
"16",3,1785,3,870
"17",1,1788,1,912
"18",2,1777,1,903
"19",3,1765,1,891
"20",1,1786,0,901
"21",2,1766,2,862
"22",6,1787,2,886
"23",1,1804,1,908
"24",2,1814,2,890
"25",5,1765,2,852
"26",4,1760,3,895
"27",3,1772,3,918
"28",4,1815,3,899
"29",2,1765,2,916
"30",8,1710,0,839
"31",4,1749,2,885
"32",1,1769,1,892
"33",3,1706,2,857
"34",4,1771,3,891
"35",2,1787,1,869
"36",0,1741,0,857
"37",2,1754,0,884
"38",4,1820,1,921
"39",2,1792,1,852
"40",2,1763,0,949
"41",7,1710,1,872
"42",2,1814,0,891
"43",0,1746,0,847
"44",1,1736,0,877
"45",1,1724,1,832
"46",3,1767,3,850
"47",1,1743,1,857
"48",1,1788,0,914
"49",8,1799,3,851
"50",2,1759,0,861
"51",2,1808,2,920
"52",3,1787,0,885
"53",2,1831,0,841
"54",1,1824,1,905
"55",1,1733,0,894
"56",5,1845,2,914
"57",3,1778,0,900
"58",2,1783,1,884
"59",1,1805,0,889
"60",1,1740,0,867
"61",1,1745,0,873
"62",0,1786,0,892
"63",4,1783,1,882
"64",2,1775,2,894
"65",3,1760,1,865
"66",2,1772,1,876
"67",3,1744,1,833
"68",3,1788,1,917
"69",2,1723,1,848
"70",2,1747,0,893
"71",4,1778,1,891
"72",1,1803,0,883
"73",0,1740,0,869
"74",3,1778,0,919
"75",3,1766,2,906
"76",4,1765,1,879
"77",0,1762,0,876
"78",3,1741,1,867
"79",4,1771,4,872
"80",3,1760,1,896
"81",1,1778,0,889
"82",2,1794,1,884
"83",3,1811,0,904
"84",2,1767,1,878
"85",0,1769,0,895
"86",3,1774,2,884
"87",2,1769,1,890
"88",3,1789,3,883
"89",2,1764,0,860
"90",2,1753,1,863
"91",1,1753,1,857
"92",4,1746,1,866
"93",3,1733,1,836
"94",1,1808,1,928
"95",2,1756,1,921
"96",1,1721,0,830
"97",3,1766,0,909
"98",6,1782,5,864
"99",2,1754,1,888
"100",1,1769,0,893
