"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",5,1066,3,401
"2",3,1016,2,369
"3",2,1064,1,371
"4",3,1043,1,379
"5",1,1030,0,374
"6",1,1060,0,387
"7",0,1037,0,359
"8",2,1064,1,390
"9",0,1040,0,380
"10",2,1054,0,403
"11",1,1056,0,404
"12",1,1055,0,422
"13",2,1052,1,357
"14",0,1046,0,373
"15",0,1053,0,385
"16",3,1053,1,368
"17",2,1030,0,390
"18",1,1037,0,381
"19",2,1044,0,354
"20",0,1031,0,356
"21",4,1064,1,369
"22",1,1042,0,377
"23",2,1083,2,419
"24",3,1072,0,409
"25",4,1057,3,404
"26",2,1033,1,366
"27",1,1056,1,396
"28",2,1070,1,396
"29",1,1021,0,406
"30",1,1048,1,352
"31",0,1056,0,418
"32",1,1073,0,394
"33",3,1040,1,391
"34",1,1048,0,391
"35",2,1047,1,404
"36",0,1100,0,395
"37",1,1081,0,400
"38",1,1051,0,406
"39",2,1005,2,381
"40",1,1078,0,356
"41",2,1051,2,377
"42",2,1044,0,411
"43",2,1057,0,378
"44",4,1065,1,381
"45",0,1034,0,378
"46",2,1029,1,366
"47",3,1072,2,386
"48",0,1039,0,368
"49",0,1055,0,399
"50",2,1073,0,396
"51",0,1055,0,368
"52",2,1042,0,396
"53",3,1077,1,387
"54",3,1058,2,404
"55",1,1032,0,354
"56",0,1063,0,390
"57",1,1055,0,398
"58",1,1056,0,368
"59",3,1069,0,410
"60",2,1093,0,408
"61",4,1071,2,381
"62",0,1038,0,357
"63",1,1050,0,399
"64",2,1072,0,385
"65",0,1057,0,360
"66",1,1059,1,405
"67",0,1074,0,402
"68",2,1055,0,367
"69",0,1102,0,430
"70",0,1076,0,379
"71",2,1103,0,360
"72",3,1071,1,384
"73",1,1037,0,393
"74",2,1115,2,448
"75",4,1035,0,383
"76",1,1070,0,393
"77",0,1049,0,368
"78",0,1068,0,357
"79",1,1055,0,366
"80",2,1064,1,439
"81",2,1058,2,366
"82",4,1074,1,393
"83",0,1108,0,406
"84",3,1077,1,345
"85",4,1090,2,387
"86",2,1061,0,392
"87",2,1076,1,391
"88",2,1094,1,393
"89",0,1084,0,419
"90",3,1068,1,388
"91",2,1102,1,404
"92",3,1024,0,347
"93",3,1078,0,410
"94",2,1024,1,372
"95",0,1050,0,386
"96",0,1064,0,391
"97",3,1109,2,411
"98",0,1076,0,384
"99",3,1053,2,400
"100",3,1030,0,393
