"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",0,39,0,23
"2",0,45,0,28
"3",0,37,0,23
"4",0,50,0,31
"5",0,49,0,26
"6",0,46,0,21
"7",0,45,0,20
"8",0,51,0,27
"9",1,42,0,23
"10",0,49,0,27
"11",1,45,1,25
"12",0,51,0,31
"13",0,39,0,24
"14",0,39,0,21
"15",0,43,0,24
"16",1,54,0,24
"17",0,42,0,25
"18",0,46,0,27
"19",0,44,0,19
"20",1,46,1,30
"21",0,44,0,21
"22",0,45,0,18
"23",0,42,0,21
"24",0,40,0,29
"25",1,44,1,27
"26",1,43,1,27
"27",1,50,0,28
"28",0,46,0,24
"29",0,52,0,27
"30",0,47,0,26
"31",0,43,0,25
"32",1,48,0,26
"33",0,37,0,24
"34",0,47,0,30
"35",0,41,0,22
"36",0,49,0,22
"37",0,50,0,21
"38",0,44,0,26
"39",0,50,0,24
"40",0,41,0,25
"41",0,41,0,20
"42",0,45,0,25
"43",0,53,0,38
"44",0,43,0,19
"45",0,46,0,27
"46",0,51,0,34
"47",0,43,0,19
"48",1,40,1,27
"49",0,41,0,24
"50",0,47,0,26
"51",0,46,0,22
"52",0,45,0,24
"53",1,35,0,16
"54",0,39,0,24
"55",0,53,0,25
"56",0,46,0,25
"57",0,43,0,24
"58",0,45,0,23
"59",1,46,0,23
"60",0,53,0,37
"61",0,42,0,24
"62",0,47,0,21
"63",0,45,0,21
"64",1,45,0,31
"65",3,45,2,29
"66",0,35,0,19
"67",1,44,1,28
"68",0,59,0,32
"69",0,42,0,20
"70",1,48,0,22
"71",0,41,0,23
"72",1,43,0,25
"73",0,41,0,30
"74",0,45,0,20
"75",0,48,0,24
"76",0,43,0,22
"77",0,53,0,33
"78",0,50,0,28
"79",0,48,0,27
"80",0,58,0,33
"81",0,45,0,29
"82",0,45,0,23
"83",0,49,0,27
"84",0,55,0,23
"85",0,42,0,19
"86",0,43,0,24
"87",2,41,1,21
"88",0,50,0,24
"89",0,58,0,35
"90",1,45,0,24
"91",0,46,0,23
"92",0,47,0,28
"93",0,47,0,24
"94",0,39,0,16
"95",1,41,0,19
"96",1,41,1,19
"97",1,42,1,21
"98",0,41,0,17
"99",1,44,1,22
"100",2,40,2,19
