"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",2,1079,0,244
"2",1,1099,0,275
"3",3,1072,2,288
"4",6,1117,3,292
"5",3,1147,0,280
"6",1,1117,0,282
"7",5,1154,2,319
"8",3,1115,2,297
"9",2,1093,1,283
"10",3,1085,2,299
"11",0,1127,0,284
"12",2,1085,0,281
"13",2,1133,1,300
"14",2,1114,1,312
"15",2,1126,0,307
"16",1,1134,0,285
"17",1,1111,0,290
"18",4,1146,1,294
"19",4,1177,1,317
"20",2,1113,1,280
"21",3,1045,0,289
"22",9,1159,0,274
"23",4,1094,1,274
"24",5,1098,0,308
"25",3,1118,2,286
"26",7,1090,2,269
"27",3,1127,0,292
"28",3,1150,1,319
"29",4,1099,1,264
"30",2,1118,1,261
"31",3,1105,1,271
"32",4,1157,0,300
"33",6,1105,1,281
"34",1,1091,1,284
"35",3,1092,1,290
"36",3,1131,0,287
"37",4,1151,2,304
"38",4,1092,0,235
"39",1,1112,1,297
"40",5,1159,0,303
"41",3,1109,0,276
"42",2,1093,0,283
"43",5,1101,2,278
"44",2,1119,1,295
"45",4,1113,1,313
"46",2,1116,1,295
"47",5,1101,1,265
"48",2,1096,1,275
"49",4,1135,2,292
"50",3,1116,1,286
"51",2,1117,0,292
"52",4,1130,1,289
"53",2,1112,0,274
"54",0,1104,0,262
"55",1,1143,0,304
"56",1,1096,0,300
"57",2,1105,0,280
"58",2,1149,1,292
"59",3,1135,3,259
"60",2,1084,0,288
"61",1,1104,0,261
"62",5,1089,1,287
"63",0,1104,0,298
"64",5,1130,1,303
"65",2,1119,1,303
"66",5,1115,0,289
"67",4,1119,0,276
"68",4,1107,2,283
"69",2,1148,0,272
"70",1,1102,0,259
"71",2,1097,0,284
"72",1,1094,0,291
"73",2,1120,0,300
"74",1,1137,0,274
"75",1,1129,0,307
"76",6,1096,1,279
"77",2,1119,1,313
"78",1,1110,0,284
"79",5,1166,0,292
"80",3,1124,1,295
"81",2,1105,1,297
"82",3,1094,2,296
"83",5,1135,3,290
"84",3,1112,0,279
"85",1,1153,0,309
"86",2,1105,1,290
"87",2,1145,0,288
"88",3,1131,1,293
"89",1,1140,0,302
"90",1,1091,0,268
"91",0,1104,0,264
"92",3,1115,2,291
"93",2,1112,0,278
"94",0,1123,0,306
"95",3,1078,1,274
"96",3,1114,0,318
"97",0,1120,0,300
"98",1,1120,0,297
"99",2,1092,0,289
"100",5,1119,4,286
