"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",0,1351,0,724
"2",0,1356,0,689
"3",0,1300,0,681
"4",0,1378,0,759
"5",0,1314,0,679
"6",0,1356,0,712
"7",0,1312,0,670
"8",0,1316,0,675
"9",0,1329,0,726
"10",0,1350,0,729
"11",0,1348,0,703
"12",0,1354,0,725
"13",0,1303,0,687
"14",0,1321,0,662
"15",0,1382,0,741
"16",0,1388,0,697
"17",0,1367,0,702
"18",0,1337,0,713
"19",0,1282,0,659
"20",0,1315,0,678
"21",0,1373,0,713
"22",0,1330,0,689
"23",0,1323,0,660
"24",0,1343,0,708
"25",0,1312,0,706
"26",0,1379,0,748
"27",0,1350,0,736
"28",0,1356,0,720
"29",0,1300,0,669
"30",0,1360,0,701
"31",0,1365,0,703
"32",0,1285,0,696
"33",0,1318,0,698
"34",0,1319,0,708
"35",0,1369,0,679
"36",0,1357,0,700
"37",0,1306,0,678
"38",0,1323,0,656
"39",0,1320,0,685
"40",0,1345,0,700
"41",0,1358,0,752
"42",0,1348,0,742
"43",0,1350,0,694
"44",0,1347,0,700
"45",0,1375,0,729
"46",0,1364,0,721
"47",0,1361,0,716
"48",0,1327,0,687
"49",0,1344,0,718
"50",0,1324,0,670
"51",0,1331,0,704
"52",0,1283,0,673
"53",0,1359,0,702
"54",0,1347,0,703
"55",0,1301,0,700
"56",0,1330,0,714
"57",0,1288,0,679
"58",0,1333,0,682
"59",0,1346,0,713
"60",0,1314,0,688
"61",0,1347,0,728
"62",0,1369,0,732
"63",0,1329,0,679
"64",0,1352,0,694
"65",0,1375,0,717
"66",0,1383,0,710
"67",0,1356,0,701
"68",0,1272,0,649
"69",0,1333,0,676
"70",0,1312,0,646
"71",0,1382,0,710
"72",0,1346,0,683
"73",0,1367,0,709
"74",0,1315,0,704
"75",0,1352,0,689
"76",0,1319,0,680
"77",0,1342,0,703
"78",0,1306,0,663
"79",0,1301,0,667
"80",0,1321,0,696
"81",0,1304,0,662
"82",0,1346,0,742
"83",0,1372,0,685
"84",0,1341,0,683
"85",0,1331,0,696
"86",0,1321,0,725
"87",0,1349,0,694
"88",0,1351,0,693
"89",0,1359,0,720
"90",0,1353,0,693
"91",0,1372,0,739
"92",0,1336,0,688
"93",0,1364,0,739
"94",0,1311,0,726
"95",0,1372,0,688
"96",0,1323,0,687
"97",0,1348,0,714
"98",0,1314,0,678
"99",0,1357,0,705
"100",0,1336,0,685
